,participant_name,market,description,handicap
427,Bojan Bogdanovic,player_threes_over_under,Bojan Bogdanovic - Alt Threes,2.5
428,Bojan Bogdanovic,player_threes_over_under,Bojan Bogdanovic - Alt Threes,3.5
429,Bojan Bogdanovic,player_threes_over_under,Bojan Bogdanovic - Alt Threes,4.5
430,Bojan Bogdanovic,player_threes_over_under,Bojan Bogdanovic - Alt Threes,5.5
431,Bojan Bogdanovic,player_threes_over_under,Bojan Bogdanovic - Made Threes,2.5
432,Cade Cunningham,player_threes_over_under,Cade Cunningham - Alt Threes,0.5
433,Cade Cunningham,player_threes_over_under,Cade Cunningham - Alt Threes,1.5
434,Cade Cunningham,player_threes_over_under,Cade Cunningham - Alt Threes,2.5
435,Cade Cunningham,player_threes_over_under,Cade Cunningham - Alt Threes,3.5
436,Cade Cunningham,player_threes_over_under,Cade Cunningham - Made Threes,1.5
437,,player_threes_over_under,Franz Wagner - Alt Threes,0.5
438,Franz Wagner,player_threes_over_under,Franz Wagner - Alt Threes,1.5
439,Franz Wagner,player_threes_over_under,Franz Wagner - Alt Threes,2.5
440,Franz Wagner,player_threes_over_under,Franz Wagner - Alt Threes,3.5
441,Franz Wagner,player_threes_over_under,Franz Wagner - Made Threes,1.5
442,Jaden Ivey,player_threes_over_under,Jaden Ivey - Alt Threes,0.5
443,Jaden Ivey,player_threes_over_under,Jaden Ivey - Alt Threes,1.5
444,Jaden Ivey,player_threes_over_under,Jaden Ivey - Alt Threes,2.5
445,Jaden Ivey,player_threes_over_under,Jaden Ivey - Alt Threes,3.5
446,Jaden Ivey,player_threes_over_under,Jaden Ivey - Made Threes,1.5
447,Jalen Suggs,player_threes_over_under,Jalen Suggs - Alt Threes,1.5
448,Jalen Suggs,player_threes_over_under,Jalen Suggs - Alt Threes,2.5
449,Jalen Suggs,player_threes_over_under,Jalen Suggs - Alt Threes,3.5
450,Jalen Suggs,player_threes_over_under,Jalen Suggs - Alt Threes,4.5
451,Jalen Suggs,player_threes_over_under,Jalen Suggs - Made Threes,1.5
452,Paolo Banchero,player_threes_over_under,Paolo Banchero - Alt Threes,1.5
453,Paolo Banchero,player_threes_over_under,Paolo Banchero - Alt Threes,2.5
454,Paolo Banchero,player_threes_over_under,Paolo Banchero - Alt Threes,3.5
455,Paolo Banchero,player_threes_over_under,Paolo Banchero - Made Threes,1.5
456,Wendell Carter,player_threes_over_under,Wendell Carter Jr. - Alt Threes,0.5
457,Wendell Carter,player_threes_over_under,Wendell Carter Jr. - Alt Threes,1.5
458,Wendell Carter,player_threes_over_under,Wendell Carter Jr. - Alt Threes,2.5
459,Wendell Carter,player_threes_over_under,Wendell Carter Jr. - Alt Threes,3.5
460,Wendell Carter,player_threes_over_under,Wendell Carter Jr. - Made Threes,1.5
461,Bradley Beal,player_points_over_under,Bradley Beal - Alt Points,12.5
462,Bradley Beal,player_points_over_under,Bradley Beal - Alt Points,13.5
463,Bradley Beal,player_points_over_under,Bradley Beal - Alt Points,14.5
464,Bradley Beal,player_points_over_under,Bradley Beal - Alt Points,15.5
465,Bradley Beal,player_points_over_under,Bradley Beal - Alt Points,16.5
466,Bradley Beal,player_points_over_under,Bradley Beal - Alt Points,17.5
467,Bradley Beal,player_points_over_under,Bradley Beal - Alt Points,18.5
468,Bradley Beal,player_points_over_under,Bradley Beal - Alt Points,19.5
469,Bradley Beal,player_points_over_under,Bradley Beal - Alt Points,20.5
470,Bradley Beal,player_points_over_under,Bradley Beal - Alt Points,21.5
471,Bradley Beal,player_points_over_under,Bradley Beal - Alt Points,22.5
472,Bradley Beal,player_points_over_under,Bradley Beal - Alt Points,23.5
473,Bradley Beal,player_points_over_under,Bradley Beal - Alt Points,24.5
474,Bradley Beal,player_points_over_under,Bradley Beal - Alt Points,25.5
475,Bradley Beal,player_points_over_under,Bradley Beal - Points,19.5
476,Daniel Gafford,player_points_over_under,Daniel Gafford - Alt Points,10.5
477,Daniel Gafford,player_points_over_under,Daniel Gafford - Alt Points,11.5
478,Daniel Gafford,player_points_over_under,Daniel Gafford - Alt Points,12.5
479,Daniel Gafford,player_points_over_under,Daniel Gafford - Alt Points,13.5
480,Daniel Gafford,player_points_over_under,Daniel Gafford - Alt Points,14.5
481,Daniel Gafford,player_points_over_under,Daniel Gafford - Alt Points,15.5
482,Daniel Gafford,player_points_over_under,Daniel Gafford - Alt Points,6.5
483,Daniel Gafford,player_points_over_under,Daniel Gafford - Alt Points,7.5
484,Daniel Gafford,player_points_over_under,Daniel Gafford - Alt Points,8.5
485,Daniel Gafford,player_points_over_under,Daniel Gafford - Alt Points,9.5
486,,player_points_over_under,Daniel Gafford - Points,10.5
487,Daniel Gafford,player_points_over_under,Daniel Gafford - Points,11.5
488,,player_points_over_under,Daniel Gafford - Points,12.5
489,Deni Avdija,player_points_over_under,Deni Avdija - Alt Points,10.5
490,Deni Avdija,player_points_over_under,Deni Avdija - Alt Points,11.5
491,Deni Avdija,player_points_over_under,Deni Avdija - Alt Points,12.5
492,Deni Avdija,player_points_over_under,Deni Avdija - Alt Points,13.5
493,Deni Avdija,player_points_over_under,Deni Avdija - Alt Points,14.5
494,Deni Avdija,player_points_over_under,Deni Avdija - Alt Points,15.5
495,Deni Avdija,player_points_over_under,Deni Avdija - Alt Points,16.5
496,Deni Avdija,player_points_over_under,Deni Avdija - Alt Points,17.5
497,Deni Avdija,player_points_over_under,Deni Avdija - Alt Points,18.5
498,Deni Avdija,player_points_over_under,Deni Avdija - Alt Points,19.5
499,Deni Avdija,player_points_over_under,Deni Avdija - Alt Points,20.5
500,Deni Avdija,player_points_over_under,Deni Avdija - Alt Points,9.5
501,,player_points_over_under,Deni Avdija - Points,15.5
502,Deni Avdija,player_points_over_under,Deni Avdija - Points,16.5
503,Devin Booker,player_points_over_under,Devin Booker - Alt Points,18.5
504,Devin Booker,player_points_over_under,Devin Booker - Alt Points,19.5
505,Devin Booker,player_points_over_under,Devin Booker - Alt Points,20.5
506,Devin Booker,player_points_over_under,Devin Booker - Alt Points,21.5
507,Devin Booker,player_points_over_under,Devin Booker - Alt Points,22.5
508,Devin Booker,player_points_over_under,Devin Booker - Alt Points,23.5
509,Devin Booker,player_points_over_under,Devin Booker - Alt Points,24.5
510,Devin Booker,player_points_over_under,Devin Booker - Alt Points,25.5
511,Devin Booker,player_points_over_under,Devin Booker - Alt Points,26.5
512,Devin Booker,player_points_over_under,Devin Booker - Alt Points,27.5
513,Devin Booker,player_points_over_under,Devin Booker - Alt Points,28.5
514,Devin Booker,player_points_over_under,Devin Booker - Alt Points,29.5
515,Devin Booker,player_points_over_under,Devin Booker - Alt Points,30.5
516,Devin Booker,player_points_over_under,Devin Booker - Alt Points,31.5
517,Devin Booker,player_points_over_under,Devin Booker - Alt Points,32.5
518,Devin Booker,player_points_over_under,Devin Booker - Alt Points,33.5
519,Devin Booker,player_points_over_under,Devin Booker - Points,27.5
520,Eric Gordon,player_points_over_under,Eric Gordon - Points,9.5
521,Grayson Allen,player_points_over_under,Grayson Allen - Alt Points,10.5
522,Grayson Allen,player_points_over_under,Grayson Allen - Alt Points,11.5
523,Grayson Allen,player_points_over_under,Grayson Allen - Alt Points,12.5
524,Grayson Allen,player_points_over_under,Grayson Allen - Alt Points,13.5
525,Grayson Allen,player_points_over_under,Grayson Allen - Alt Points,14.5
526,Grayson Allen,player_points_over_under,Grayson Allen - Alt Points,6.5
527,Grayson Allen,player_points_over_under,Grayson Allen - Alt Points,7.5
528,Grayson Allen,player_points_over_under,Grayson Allen - Alt Points,8.5
529,Grayson Allen,player_points_over_under,Grayson Allen - Alt Points,9.5
530,Grayson Allen,player_points_over_under,Grayson Allen - Points,10.5
531,,player_points_over_under,Grayson Allen - Points,11.5
532,Jordan Poole,player_points_over_under,Jordan Poole - Alt Points,13.5
533,Jordan Poole,player_points_over_under,Jordan Poole - Alt Points,14.5
534,Jordan Poole,player_points_over_under,Jordan Poole - Alt Points,15.5
535,Jordan Poole,player_points_over_under,Jordan Poole - Alt Points,16.5
536,Jordan Poole,player_points_over_under,Jordan Poole - Alt Points,17.5
537,Jordan Poole,player_points_over_under,Jordan Poole - Alt Points,18.5
538,Jordan Poole,player_points_over_under,Jordan Poole - Alt Points,19.5
539,Jordan Poole,player_points_over_under,Jordan Poole - Alt Points,20.5
540,Jordan Poole,player_points_over_under,Jordan Poole - Alt Points,21.5
541,Jordan Poole,player_points_over_under,Jordan Poole - Alt Points,22.5
542,Jordan Poole,player_points_over_under,Jordan Poole - Alt Points,23.5
543,Jordan Poole,player_points_over_under,Jordan Poole - Alt Points,24.5
544,Jordan Poole,player_points_over_under,Jordan Poole - Alt Points,25.5
545,Jordan Poole,player_points_over_under,Jordan Poole - Alt Points,26.5
546,Jordan Poole,player_points_over_under,Jordan Poole - Points,21.5
547,Jusuf Nurkic,player_points_over_under,Jusuf Nurkic - Alt Points,10.5
548,Jusuf Nurkic,player_points_over_under,Jusuf Nurkic - Alt Points,11.5
549,Jusuf Nurkic,player_points_over_under,Jusuf Nurkic - Alt Points,12.5
550,Jusuf Nurkic,player_points_over_under,Jusuf Nurkic - Alt Points,13.5
551,Jusuf Nurkic,player_points_over_under,Jusuf Nurkic - Alt Points,14.5
552,Jusuf Nurkic,player_points_over_under,Jusuf Nurkic - Alt Points,15.5
553,,player_points_over_under,Jusuf Nurkic - Alt Points,16.5
554,Jusuf Nurkic,player_points_over_under,Jusuf Nurkic - Alt Points,6.5
555,Jusuf Nurkic,player_points_over_under,Jusuf Nurkic - Alt Points,7.5
556,Jusuf Nurkic,player_points_over_under,Jusuf Nurkic - Alt Points,8.5
557,Jusuf Nurkic,player_points_over_under,Jusuf Nurkic - Alt Points,9.5
558,Jusuf Nurkic,player_points_over_under,Jusuf Nurkic - Points,12.5
559,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,17.5
560,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,18.5
561,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,19.5
562,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,20.5
563,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,21.5
564,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,22.5
565,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,23.5
566,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,24.5
567,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,25.5
568,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,26.5
569,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,27.5
570,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,28.5
571,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,29.5
572,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,30.5
573,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,31.5
574,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,32.5
575,Kevin Durant,player_points_over_under,Kevin Durant - Points,26.5
576,Tyus Jones,player_points_over_under,Tyus Jones - Alt Points,10.5
577,Tyus Jones,player_points_over_under,Tyus Jones - Alt Points,11.5
578,Tyus Jones,player_points_over_under,Tyus Jones - Alt Points,12.5
579,Tyus Jones,player_points_over_under,Tyus Jones - Alt Points,13.5
580,Tyus Jones,player_points_over_under,Tyus Jones - Alt Points,14.5
581,Tyus Jones,player_points_over_under,Tyus Jones - Alt Points,15.5
582,Tyus Jones,player_points_over_under,Tyus Jones - Alt Points,16.5
583,Tyus Jones,player_points_over_under,Tyus Jones - Alt Points,17.5
584,Tyus Jones,player_points_over_under,Tyus Jones - Alt Points,18.5
585,Tyus Jones,player_points_over_under,Tyus Jones - Alt Points,8.5
586,Tyus Jones,player_points_over_under,Tyus Jones - Alt Points,9.5
587,Tyus Jones,player_points_over_under,Tyus Jones - Points,13.5
588,,player_points_over_under,Tyus Jones - Points,14.5
589,Bradley Beal,player_points_over_under,Bradley Beal - Alt Points,15.5
590,Bradley Beal,player_points_over_under,Bradley Beal - Alt Points,16.5
591,Bradley Beal,player_points_over_under,Bradley Beal - Alt Points,17.5
592,Bradley Beal,player_points_over_under,Bradley Beal - Alt Points,18.5
593,Bradley Beal,player_points_over_under,Bradley Beal - Alt Points,19.5
594,Bradley Beal,player_points_over_under,Bradley Beal - Alt Points,20.5
595,Bradley Beal,player_points_over_under,Bradley Beal - Alt Points,21.5
596,Bradley Beal,player_points_over_under,Bradley Beal - Alt Points,22.5
597,Bradley Beal,player_points_over_under,Bradley Beal - Points,19.5
598,Daniel Gafford,player_points_over_under,Daniel Gafford - Alt Points,10.5
599,Daniel Gafford,player_points_over_under,Daniel Gafford - Alt Points,11.5
600,Daniel Gafford,player_points_over_under,Daniel Gafford - Alt Points,12.5
601,Daniel Gafford,player_points_over_under,Daniel Gafford - Alt Points,13.5
602,Daniel Gafford,player_points_over_under,Daniel Gafford - Alt Points,8.5
603,Daniel Gafford,player_points_over_under,Daniel Gafford - Alt Points,9.5
604,,player_points_over_under,Daniel Gafford - Points,10.5
605,Daniel Gafford,player_points_over_under,Daniel Gafford - Points,11.5
606,,player_points_over_under,Daniel Gafford - Points,12.5
607,Deni Avdija,player_points_over_under,Deni Avdija - Alt Points,11.5
608,Deni Avdija,player_points_over_under,Deni Avdija - Alt Points,12.5
609,Deni Avdija,player_points_over_under,Deni Avdija - Alt Points,13.5
610,Deni Avdija,player_points_over_under,Deni Avdija - Alt Points,14.5
611,Deni Avdija,player_points_over_under,Deni Avdija - Alt Points,15.5
612,Deni Avdija,player_points_over_under,Deni Avdija - Alt Points,16.5
613,Deni Avdija,player_points_over_under,Deni Avdija - Alt Points,17.5
614,Deni Avdija,player_points_over_under,Deni Avdija - Alt Points,18.5
615,,player_points_over_under,Deni Avdija - Points,15.5
616,Deni Avdija,player_points_over_under,Deni Avdija - Points,16.5
617,,player_points_over_under,Devin Booker - Alt Points,21.5
618,Devin Booker,player_points_over_under,Devin Booker - Alt Points,22.5
619,Devin Booker,player_points_over_under,Devin Booker - Alt Points,23.5
620,Devin Booker,player_points_over_under,Devin Booker - Alt Points,24.5
621,Devin Booker,player_points_over_under,Devin Booker - Alt Points,25.5
622,Devin Booker,player_points_over_under,Devin Booker - Alt Points,26.5
623,Devin Booker,player_points_over_under,Devin Booker - Alt Points,27.5
624,Devin Booker,player_points_over_under,Devin Booker - Alt Points,28.5
625,Devin Booker,player_points_over_under,Devin Booker - Alt Points,29.5
626,Devin Booker,player_points_over_under,Devin Booker - Alt Points,30.5
627,Devin Booker,player_points_over_under,Devin Booker - Points,27.5
628,Eric Gordon,player_points_over_under,Eric Gordon - Points,9.5
629,Grayson Allen,player_points_over_under,Grayson Allen - Alt Points,10.5
630,Grayson Allen,player_points_over_under,Grayson Allen - Alt Points,11.5
631,Grayson Allen,player_points_over_under,Grayson Allen - Alt Points,12.5
632,Grayson Allen,player_points_over_under,Grayson Allen - Alt Points,7.5
633,Grayson Allen,player_points_over_under,Grayson Allen - Alt Points,8.5
634,Grayson Allen,player_points_over_under,Grayson Allen - Alt Points,9.5
635,Grayson Allen,player_points_over_under,Grayson Allen - Points,10.5
636,,player_points_over_under,Grayson Allen - Points,11.5
637,Jordan Poole,player_points_over_under,Jordan Poole - Alt Points,16.5
638,Jordan Poole,player_points_over_under,Jordan Poole - Alt Points,17.5
639,Jordan Poole,player_points_over_under,Jordan Poole - Alt Points,18.5
640,Jordan Poole,player_points_over_under,Jordan Poole - Alt Points,19.5
641,Jordan Poole,player_points_over_under,Jordan Poole - Alt Points,20.5
642,Jordan Poole,player_points_over_under,Jordan Poole - Alt Points,21.5
643,Jordan Poole,player_points_over_under,Jordan Poole - Alt Points,22.5
644,Jordan Poole,player_points_over_under,Jordan Poole - Alt Points,23.5
645,Jordan Poole,player_points_over_under,Jordan Poole - Alt Points,24.5
646,Jordan Poole,player_points_over_under,Jordan Poole - Points,21.5
647,Jusuf Nurkic,player_points_over_under,Jusuf Nurkic - Alt Points,10.5
648,Jusuf Nurkic,player_points_over_under,Jusuf Nurkic - Alt Points,11.5
649,Jusuf Nurkic,player_points_over_under,Jusuf Nurkic - Alt Points,12.5
650,Jusuf Nurkic,player_points_over_under,Jusuf Nurkic - Alt Points,13.5
651,Jusuf Nurkic,player_points_over_under,Jusuf Nurkic - Alt Points,14.5
652,Jusuf Nurkic,player_points_over_under,Jusuf Nurkic - Alt Points,8.5
653,Jusuf Nurkic,player_points_over_under,Jusuf Nurkic - Alt Points,9.5
654,Jusuf Nurkic,player_points_over_under,Jusuf Nurkic - Points,12.5
655,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,20.5
656,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,21.5
657,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,22.5
658,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,23.5
659,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,24.5
660,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,25.5
661,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,26.5
662,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,27.5
663,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,28.5
664,Kevin Durant,player_points_over_under,Kevin Durant - Alt Points,29.5
665,Kevin Durant,player_points_over_under,Kevin Durant - Points,26.5
666,Tyus Jones,player_points_over_under,Tyus Jones - Alt Points,10.5
667,Tyus Jones,player_points_over_under,Tyus Jones - Alt Points,11.5
668,Tyus Jones,player_points_over_under,Tyus Jones - Alt Points,12.5
669,Tyus Jones,player_points_over_under,Tyus Jones - Alt Points,13.5
670,Tyus Jones,player_points_over_under,Tyus Jones - Alt Points,14.5
671,Tyus Jones,player_points_over_under,Tyus Jones - Alt Points,15.5
672,Tyus Jones,player_points_over_under,Tyus Jones - Alt Points,16.5
673,Tyus Jones,player_points_over_under,Tyus Jones - Points,13.5
674,,player_points_over_under,Tyus Jones - Points,14.5
675,Bradley Beal,player_assists_over_under,Bradley Beal - Alt Assists,1.5
676,Bradley Beal,player_assists_over_under,Bradley Beal - Alt Assists,2.5
677,Bradley Beal,player_assists_over_under,Bradley Beal - Alt Assists,3.5
678,Bradley Beal,player_assists_over_under,Bradley Beal - Alt Assists,4.5
679,Bradley Beal,player_assists_over_under,Bradley Beal - Alt Assists,5.5
680,Bradley Beal,player_assists_over_under,Bradley Beal - Alt Assists,6.5
681,Bradley Beal,player_assists_over_under,Bradley Beal - Assists,4.5
682,,player_assists_over_under,Bradley Beal - Assists,5.5
683,Deni Avdija,player_assists_over_under,Deni Avdija - Alt Assists,1.5
684,Deni Avdija,player_assists_over_under,Deni Avdija - Alt Assists,2.5
685,Deni Avdija,player_assists_over_under,Deni Avdija - Alt Assists,3.5
686,Deni Avdija,player_assists_over_under,Deni Avdija - Alt Assists,4.5
687,Deni Avdija,player_assists_over_under,Deni Avdija - Alt Assists,5.5
688,Deni Avdija,player_assists_over_under,Deni Avdija - Alt Assists,6.5
689,Deni Avdija,player_assists_over_under,Deni Avdija - Assists,4.5
690,Devin Booker,player_assists_over_under,Devin Booker - Alt Assists,2.5
691,Devin Booker,player_assists_over_under,Devin Booker - Alt Assists,3.5
692,Devin Booker,player_assists_over_under,Devin Booker - Alt Assists,4.5
693,Devin Booker,player_assists_over_under,Devin Booker - Alt Assists,5.5
694,Devin Booker,player_assists_over_under,Devin Booker - Alt Assists,6.5
695,Devin Booker,player_assists_over_under,Devin Booker - Alt Assists,7.5
696,,player_assists_over_under,Devin Booker - Assists,5.5
697,Devin Booker,player_assists_over_under,Devin Booker - Assists,6.5
698,Grayson Allen,player_assists_over_under,Grayson Allen - Assists,2.5
699,Jordan Poole,player_assists_over_under,Jordan Poole - Alt Assists,1.5
700,Jordan Poole,player_assists_over_under,Jordan Poole - Alt Assists,2.5
701,Jordan Poole,player_assists_over_under,Jordan Poole - Alt Assists,3.5
702,Jordan Poole,player_assists_over_under,Jordan Poole - Alt Assists,4.5
703,Jordan Poole,player_assists_over_under,Jordan Poole - Assists,3.5
704,Jusuf Nurkic,player_assists_over_under,Jusuf Nurkic - Alt Assists,0.5
705,Jusuf Nurkic,player_assists_over_under,Jusuf Nurkic - Alt Assists,1.5
706,Jusuf Nurkic,player_assists_over_under,Jusuf Nurkic - Alt Assists,2.5
707,Jusuf Nurkic,player_assists_over_under,Jusuf Nurkic - Alt Assists,3.5
708,Jusuf Nurkic,player_assists_over_under,Jusuf Nurkic - Alt Assists,4.5
709,Jusuf Nurkic,player_assists_over_under,Jusuf Nurkic - Assists,3.5
710,Kevin Durant,player_assists_over_under,Kevin Durant - Alt Assists,2.5
711,Kevin Durant,player_assists_over_under,Kevin Durant - Alt Assists,3.5
712,Kevin Durant,player_assists_over_under,Kevin Durant - Alt Assists,4.5
713,Kevin Durant,player_assists_over_under,Kevin Durant - Alt Assists,5.5
714,Kevin Durant,player_assists_over_under,Kevin Durant - Alt Assists,6.5
715,Kevin Durant,player_assists_over_under,Kevin Durant - Alt Assists,7.5
716,Kevin Durant,player_assists_over_under,Kevin Durant - Assists,5.5
717,Tyus Jones,player_assists_over_under,Tyus Jones - Alt Assists,3.5
718,Tyus Jones,player_assists_over_under,Tyus Jones - Alt Assists,4.5
719,Tyus Jones,player_assists_over_under,Tyus Jones - Alt Assists,5.5
720,Tyus Jones,player_assists_over_under,Tyus Jones - Alt Assists,6.5
721,Tyus Jones,player_assists_over_under,Tyus Jones - Alt Assists,7.5
722,Tyus Jones,player_assists_over_under,Tyus Jones - Alt Assists,8.5
723,Tyus Jones,player_assists_over_under,Tyus Jones - Alt Assists,9.5
724,Tyus Jones,player_assists_over_under,Tyus Jones - Assists,8.5
725,Bradley Beal,player_assists_over_under,Bradley Beal - Alt Assists,3.5
726,Bradley Beal,player_assists_over_under,Bradley Beal - Alt Assists,4.5
727,Bradley Beal,player_assists_over_under,Bradley Beal - Alt Assists,5.5
728,,player_assists_over_under,Bradley Beal - Alt Assists,6.5
729,,player_assists_over_under,Bradley Beal - Alt Assists,7.5
730,,player_assists_over_under,Bradley Beal - Alt Assists,8.5
731,Bradley Beal,player_assists_over_under,Bradley Beal - Assists,4.5
732,,player_assists_over_under,Bradley Beal - Assists,5.5
733,Deni Avdija,player_assists_over_under,Deni Avdija - Alt Assists,3.5
734,Deni Avdija,player_assists_over_under,Deni Avdija - Alt Assists,4.5
735,Deni Avdija,player_assists_over_under,Deni Avdija - Alt Assists,5.5
736,,player_assists_over_under,Deni Avdija - Alt Assists,6.5
737,,player_assists_over_under,Deni Avdija - Alt Assists,7.5
738,,player_assists_over_under,Deni Avdija - Alt Assists,8.5
739,Deni Avdija,player_assists_over_under,Deni Avdija - Assists,4.5
740,Devin Booker,player_assists_over_under,Devin Booker - Alt Assists,4.5
741,Devin Booker,player_assists_over_under,Devin Booker - Alt Assists,5.5
742,Devin Booker,player_assists_over_under,Devin Booker - Alt Assists,6.5
743,,player_assists_over_under,Devin Booker - Alt Assists,7.5
744,,player_assists_over_under,Devin Booker - Alt Assists,8.5
745,,player_assists_over_under,Devin Booker - Alt Assists,9.5
746,,player_assists_over_under,Devin Booker - Assists,5.5
747,Devin Booker,player_assists_over_under,Devin Booker - Assists,6.5
748,Grayson Allen,player_assists_over_under,Grayson Allen - Assists,2.5
749,Jordan Poole,player_assists_over_under,Jordan Poole - Alt Assists,2.5
750,Jordan Poole,player_assists_over_under,Jordan Poole - Alt Assists,3.5
751,Jordan Poole,player_assists_over_under,Jordan Poole - Alt Assists,4.5
752,,player_assists_over_under,Jordan Poole - Alt Assists,5.5
753,,player_assists_over_under,Jordan Poole - Alt Assists,6.5
754,Jordan Poole,player_assists_over_under,Jordan Poole - Assists,3.5
755,Jusuf Nurkic,player_assists_over_under,Jusuf Nurkic - Alt Assists,2.5
756,Jusuf Nurkic,player_assists_over_under,Jusuf Nurkic - Alt Assists,3.5
757,,player_assists_over_under,Jusuf Nurkic - Alt Assists,4.5
758,,player_assists_over_under,Jusuf Nurkic - Alt Assists,5.5
759,,player_assists_over_under,Jusuf Nurkic - Alt Assists,6.5
760,Jusuf Nurkic,player_assists_over_under,Jusuf Nurkic - Assists,3.5
761,Kevin Durant,player_assists_over_under,Kevin Durant - Alt Assists,4.5
762,Kevin Durant,player_assists_over_under,Kevin Durant - Alt Assists,5.5
763,Kevin Durant,player_assists_over_under,Kevin Durant - Alt Assists,6.5
764,,player_assists_over_under,Kevin Durant - Alt Assists,7.5
765,,player_assists_over_under,Kevin Durant - Alt Assists,8.5
766,Kevin Durant,player_assists_over_under,Kevin Durant - Assists,5.5
767,,player_assists_over_under,Tyus Jones - Alt Assists,10.5
768,,player_assists_over_under,Tyus Jones - Alt Assists,11.5
769,,player_assists_over_under,Tyus Jones - Alt Assists,12.5
770,Tyus Jones,player_assists_over_under,Tyus Jones - Alt Assists,6.5
771,Tyus Jones,player_assists_over_under,Tyus Jones - Alt Assists,7.5
772,Tyus Jones,player_assists_over_under,Tyus Jones - Alt Assists,8.5
773,Tyus Jones,player_assists_over_under,Tyus Jones - Alt Assists,9.5
774,Tyus Jones,player_assists_over_under,Tyus Jones - Assists,8.5
775,Bradley Beal,player_rebounds_over_under,Bradley Beal - Alt Rebounds,1.5
776,Bradley Beal,player_rebounds_over_under,Bradley Beal - Alt Rebounds,2.5
777,Bradley Beal,player_rebounds_over_under,Bradley Beal - Alt Rebounds,3.5
778,Bradley Beal,player_rebounds_over_under,Bradley Beal - Alt Rebounds,4.5
779,Bradley Beal,player_rebounds_over_under,Bradley Beal - Alt Rebounds,5.5
780,Bradley Beal,player_rebounds_over_under,Bradley Beal - Alt Rebounds,6.5
781,Bradley Beal,player_rebounds_over_under,Bradley Beal - Rebounds,4.5
782,Daniel Gafford,player_rebounds_over_under,Daniel Gafford - Alt Rebounds,10.5
783,Daniel Gafford,player_rebounds_over_under,Daniel Gafford - Alt Rebounds,11.5
784,Daniel Gafford,player_rebounds_over_under,Daniel Gafford - Alt Rebounds,4.5
785,Daniel Gafford,player_rebounds_over_under,Daniel Gafford - Alt Rebounds,5.5
786,Daniel Gafford,player_rebounds_over_under,Daniel Gafford - Alt Rebounds,6.5
787,Daniel Gafford,player_rebounds_over_under,Daniel Gafford - Alt Rebounds,7.5
788,Daniel Gafford,player_rebounds_over_under,Daniel Gafford - Alt Rebounds,8.5
789,Daniel Gafford,player_rebounds_over_under,Daniel Gafford - Alt Rebounds,9.5
790,,player_rebounds_over_under,Daniel Gafford - Rebounds,8.5
791,Daniel Gafford,player_rebounds_over_under,Daniel Gafford - Rebounds,9.5
792,Deni Avdija,player_rebounds_over_under,Deni Avdija - Alt Rebounds,3.5
793,Deni Avdija,player_rebounds_over_under,Deni Avdija - Alt Rebounds,4.5
794,Deni Avdija,player_rebounds_over_under,Deni Avdija - Alt Rebounds,5.5
795,Deni Avdija,player_rebounds_over_under,Deni Avdija - Alt Rebounds,6.5
796,Deni Avdija,player_rebounds_over_under,Deni Avdija - Alt Rebounds,7.5
797,Deni Avdija,player_rebounds_over_under,Deni Avdija - Alt Rebounds,8.5
798,Deni Avdija,player_rebounds_over_under,Deni Avdija - Alt Rebounds,9.5
799,Deni Avdija,player_rebounds_over_under,Deni Avdija - Rebounds,7.5
800,Devin Booker,player_rebounds_over_under,Devin Booker - Alt Rebounds,1.5
801,Devin Booker,player_rebounds_over_under,Devin Booker - Alt Rebounds,2.5
802,Devin Booker,player_rebounds_over_under,Devin Booker - Alt Rebounds,3.5
803,Devin Booker,player_rebounds_over_under,Devin Booker - Alt Rebounds,4.5
804,Devin Booker,player_rebounds_over_under,Devin Booker - Alt Rebounds,5.5
805,Devin Booker,player_rebounds_over_under,Devin Booker - Alt Rebounds,6.5
806,Devin Booker,player_rebounds_over_under,Devin Booker - Rebounds,4.5
