,participant_name,market,description,handicap
71,Jalen Duren,player_points_over_under,Jalen Duren - Alt Points,11.5
72,Jalen Duren,player_points_over_under,Jalen Duren - Alt Points,12.5
73,Jalen Duren,player_points_over_under,Jalen Duren - Alt Points,13.5
74,Jalen Duren,player_points_over_under,Jalen Duren - Alt Points,14.5
75,Jalen Duren,player_points_over_under,Jalen Duren - Alt Points,15.5
76,,player_points_over_under,Jalen Duren - Alt Points,16.5
77,Jalen Duren,player_points_over_under,Jalen Duren - Alt Points,6.5
78,Jalen Duren,player_points_over_under,Jalen Duren - Alt Points,7.5
79,Jalen Duren,player_points_over_under,Jalen Duren - Alt Points,8.5
80,Jalen Duren,player_points_over_under,Jalen Duren - Alt Points,9.5
81,,player_points_over_under,Jalen Duren - Points,11.5
82,Jalen Duren,player_points_over_under,Jalen Duren - Points,12.5
83,Jalen Suggs,player_points_over_under,Jalen Suggs - Alt Points,10.5
84,Jalen Suggs,player_points_over_under,Jalen Suggs - Alt Points,11.5
85,Jalen Suggs,player_points_over_under,Jalen Suggs - Alt Points,12.5
86,Jalen Suggs,player_points_over_under,Jalen Suggs - Alt Points,13.5
87,Jalen Suggs,player_points_over_under,Jalen Suggs - Alt Points,14.5
88,Jalen Suggs,player_points_over_under,Jalen Suggs - Alt Points,15.5
89,Jalen Suggs,player_points_over_under,Jalen Suggs - Alt Points,6.5
90,Jalen Suggs,player_points_over_under,Jalen Suggs - Alt Points,7.5
91,Jalen Suggs,player_points_over_under,Jalen Suggs - Alt Points,8.5
92,Jalen Suggs,player_points_over_under,Jalen Suggs - Alt Points,9.5
93,Jalen Suggs,player_points_over_under,Jalen Suggs - Points,11.5
94,Markelle Fultz,player_points_over_under,Markelle Fultz - Alt Points,10.5
95,Markelle Fultz,player_points_over_under,Markelle Fultz - Alt Points,11.5
96,Markelle Fultz,player_points_over_under,Markelle Fultz - Alt Points,12.5
97,Markelle Fultz,player_points_over_under,Markelle Fultz - Alt Points,13.5
98,Markelle Fultz,player_points_over_under,Markelle Fultz - Alt Points,14.5
99,,player_points_over_under,Markelle Fultz - Alt Points,15.5
100,Markelle Fultz,player_points_over_under,Markelle Fultz - Alt Points,6.5
101,Markelle Fultz,player_points_over_under,Markelle Fultz - Alt Points,7.5
102,Markelle Fultz,player_points_over_under,Markelle Fultz - Alt Points,8.5
103,Markelle Fultz,player_points_over_under,Markelle Fultz - Alt Points,9.5
104,Markelle Fultz,player_points_over_under,Markelle Fultz - Points,11.5
105,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,17.5
106,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,18.5
107,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,19.5
108,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,20.5
109,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,21.5
110,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,22.5
111,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,23.5
112,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,24.5
113,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,25.5
114,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,26.5
115,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,27.5
116,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,28.5
117,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,29.5
118,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,30.5
119,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,31.5
120,,player_points_over_under,Paolo Banchero - Alt Points,32.5
121,Paolo Banchero,player_points_over_under,Paolo Banchero - Points,25.5
122,,player_points_over_under,Paolo Banchero - Points,26.5
123,Wendell Carter,player_points_over_under,Wendell Carter Jr. - Alt Points,10.5
124,Wendell Carter,player_points_over_under,Wendell Carter Jr. - Alt Points,11.5
125,Wendell Carter,player_points_over_under,Wendell Carter Jr. - Alt Points,12.5
126,Wendell Carter,player_points_over_under,Wendell Carter Jr. - Alt Points,13.5
127,Wendell Carter,player_points_over_under,Wendell Carter Jr. - Alt Points,14.5
128,Wendell Carter,player_points_over_under,Wendell Carter Jr. - Alt Points,15.5
129,Wendell Carter,player_points_over_under,Wendell Carter Jr. - Alt Points,16.5
130,Wendell Carter,player_points_over_under,Wendell Carter Jr. - Alt Points,17.5
131,Wendell Carter,player_points_over_under,Wendell Carter Jr. - Alt Points,7.5
132,Wendell Carter,player_points_over_under,Wendell Carter Jr. - Alt Points,8.5
133,Wendell Carter,player_points_over_under,Wendell Carter Jr. - Alt Points,9.5
134,Wendell Carter,player_points_over_under,Wendell Carter Jr. - Points,13.5
135,Alec Burks,player_points_over_under,Alec Burks - Alt Points,10.5
136,Alec Burks,player_points_over_under,Alec Burks - Alt Points,11.5
137,Alec Burks,player_points_over_under,Alec Burks - Alt Points,7.5
138,Alec Burks,player_points_over_under,Alec Burks - Alt Points,8.5
139,Alec Burks,player_points_over_under,Alec Burks - Alt Points,9.5
140,Alec Burks,player_points_over_under,Alec Burks - Points,10.5
141,Ausar Thompson,player_points_over_under,Ausar Thompson - Points,6.5
142,Bojan Bogdanovic,player_points_over_under,Bojan Bogdanovic - Alt Points,13.5
143,Bojan Bogdanovic,player_points_over_under,Bojan Bogdanovic - Alt Points,14.5
144,Bojan Bogdanovic,player_points_over_under,Bojan Bogdanovic - Alt Points,15.5
145,Bojan Bogdanovic,player_points_over_under,Bojan Bogdanovic - Alt Points,16.5
146,Bojan Bogdanovic,player_points_over_under,Bojan Bogdanovic - Alt Points,17.5
147,Bojan Bogdanovic,player_points_over_under,Bojan Bogdanovic - Alt Points,18.5
148,Bojan Bogdanovic,player_points_over_under,Bojan Bogdanovic - Alt Points,19.5
149,Bojan Bogdanovic,player_points_over_under,Bojan Bogdanovic - Points,17.5
150,Cade Cunningham,player_points_over_under,Cade Cunningham - Alt Points,16.5
151,Cade Cunningham,player_points_over_under,Cade Cunningham - Alt Points,17.5
152,Cade Cunningham,player_points_over_under,Cade Cunningham - Alt Points,18.5
153,Cade Cunningham,player_points_over_under,Cade Cunningham - Alt Points,19.5
154,Cade Cunningham,player_points_over_under,Cade Cunningham - Alt Points,20.5
155,Cade Cunningham,player_points_over_under,Cade Cunningham - Alt Points,21.5
156,Cade Cunningham,player_points_over_under,Cade Cunningham - Alt Points,22.5
157,Cade Cunningham,player_points_over_under,Cade Cunningham - Alt Points,23.5
158,,player_points_over_under,Cade Cunningham - Points,20.5
159,Cade Cunningham,player_points_over_under,Cade Cunningham - Points,21.5
160,Franz Wagner,player_points_over_under,Franz Wagner - Alt Points,15.5
161,Franz Wagner,player_points_over_under,Franz Wagner - Alt Points,16.5
162,Franz Wagner,player_points_over_under,Franz Wagner - Alt Points,17.5
163,Franz Wagner,player_points_over_under,Franz Wagner - Alt Points,18.5
164,Franz Wagner,player_points_over_under,Franz Wagner - Alt Points,19.5
165,Franz Wagner,player_points_over_under,Franz Wagner - Alt Points,20.5
166,Franz Wagner,player_points_over_under,Franz Wagner - Alt Points,21.5
167,Franz Wagner,player_points_over_under,Franz Wagner - Alt Points,22.5
168,,player_points_over_under,Franz Wagner - Points,19.5
169,Franz Wagner,player_points_over_under,Franz Wagner - Points,20.5
170,Jaden Ivey,player_points_over_under,Jaden Ivey - Alt Points,10.5
171,Jaden Ivey,player_points_over_under,Jaden Ivey - Alt Points,11.5
172,Jaden Ivey,player_points_over_under,Jaden Ivey - Alt Points,12.5
173,Jaden Ivey,player_points_over_under,Jaden Ivey - Alt Points,13.5
174,Jaden Ivey,player_points_over_under,Jaden Ivey - Alt Points,14.5
175,Jaden Ivey,player_points_over_under,Jaden Ivey - Alt Points,15.5
176,Jaden Ivey,player_points_over_under,Jaden Ivey - Alt Points,16.5
177,Jaden Ivey,player_points_over_under,Jaden Ivey - Points,14.5
178,Jalen Duren,player_points_over_under,Jalen Duren - Alt Points,10.5
179,Jalen Duren,player_points_over_under,Jalen Duren - Alt Points,11.5
180,Jalen Duren,player_points_over_under,Jalen Duren - Alt Points,12.5
181,Jalen Duren,player_points_over_under,Jalen Duren - Alt Points,13.5
182,Jalen Duren,player_points_over_under,Jalen Duren - Alt Points,8.5
183,Jalen Duren,player_points_over_under,Jalen Duren - Alt Points,9.5
184,,player_points_over_under,Jalen Duren - Points,11.5
185,Jalen Duren,player_points_over_under,Jalen Duren - Points,12.5
186,Jalen Suggs,player_points_over_under,Jalen Suggs - Alt Points,10.5
187,Jalen Suggs,player_points_over_under,Jalen Suggs - Alt Points,11.5
188,Jalen Suggs,player_points_over_under,Jalen Suggs - Alt Points,12.5
189,Jalen Suggs,player_points_over_under,Jalen Suggs - Alt Points,13.5
190,Jalen Suggs,player_points_over_under,Jalen Suggs - Alt Points,8.5
191,Jalen Suggs,player_points_over_under,Jalen Suggs - Alt Points,9.5
192,Jalen Suggs,player_points_over_under,Jalen Suggs - Points,11.5
193,Markelle Fultz,player_points_over_under,Markelle Fultz - Alt Points,10.5
194,Markelle Fultz,player_points_over_under,Markelle Fultz - Alt Points,11.5
195,Markelle Fultz,player_points_over_under,Markelle Fultz - Alt Points,12.5
196,Markelle Fultz,player_points_over_under,Markelle Fultz - Alt Points,7.5
197,Markelle Fultz,player_points_over_under,Markelle Fultz - Alt Points,8.5
198,Markelle Fultz,player_points_over_under,Markelle Fultz - Alt Points,9.5
199,Markelle Fultz,player_points_over_under,Markelle Fultz - Points,11.5
200,,player_points_over_under,Paolo Banchero - Alt Points,19.5
201,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,20.5
202,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,21.5
203,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,22.5
204,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,23.5
205,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,24.5
206,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,25.5
207,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,26.5
208,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,27.5
209,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,28.5
210,Paolo Banchero,player_points_over_under,Paolo Banchero - Alt Points,29.5
211,Paolo Banchero,player_points_over_under,Paolo Banchero - Points,25.5
212,,player_points_over_under,Paolo Banchero - Points,26.5
213,Wendell Carter,player_points_over_under,Wendell Carter Jr. - Alt Points,10.5
214,Wendell Carter,player_points_over_under,Wendell Carter Jr. - Alt Points,11.5
215,Wendell Carter,player_points_over_under,Wendell Carter Jr. - Alt Points,12.5
216,Wendell Carter,player_points_over_under,Wendell Carter Jr. - Alt Points,13.5
217,Wendell Carter,player_points_over_under,Wendell Carter Jr. - Alt Points,14.5
218,Wendell Carter,player_points_over_under,Wendell Carter Jr. - Alt Points,15.5
219,Wendell Carter,player_points_over_under,Wendell Carter Jr. - Alt Points,9.5
220,Wendell Carter,player_points_over_under,Wendell Carter Jr. - Points,13.5
221,Cade Cunningham,player_assists_over_under,Cade Cunningham - Alt Assists,3.5
222,Cade Cunningham,player_assists_over_under,Cade Cunningham - Alt Assists,4.5
223,Cade Cunningham,player_assists_over_under,Cade Cunningham - Alt Assists,5.5
224,Cade Cunningham,player_assists_over_under,Cade Cunningham - Alt Assists,6.5
225,Cade Cunningham,player_assists_over_under,Cade Cunningham - Alt Assists,7.5
226,Cade Cunningham,player_assists_over_under,Cade Cunningham - Alt Assists,8.5
227,Cade Cunningham,player_assists_over_under,Cade Cunningham - Assists,6.5
228,Franz Wagner,player_assists_over_under,Franz Wagner - Alt Assists,1.5
229,Franz Wagner,player_assists_over_under,Franz Wagner - Alt Assists,2.5
230,Franz Wagner,player_assists_over_under,Franz Wagner - Alt Assists,3.5
231,Franz Wagner,player_assists_over_under,Franz Wagner - Alt Assists,4.5
232,Franz Wagner,player_assists_over_under,Franz Wagner - Alt Assists,5.5
233,Franz Wagner,player_assists_over_under,Franz Wagner - Assists,4.5
234,Jaden Ivey,player_assists_over_under,Jaden Ivey - Alt Assists,0.5
235,Jaden Ivey,player_assists_over_under,Jaden Ivey - Alt Assists,1.5
236,Jaden Ivey,player_assists_over_under,Jaden Ivey - Alt Assists,2.5
237,Jaden Ivey,player_assists_over_under,Jaden Ivey - Alt Assists,3.5
238,Jaden Ivey,player_assists_over_under,Jaden Ivey - Alt Assists,4.5
239,Jaden Ivey,player_assists_over_under,Jaden Ivey - Assists,3.5
240,Jalen Suggs,player_assists_over_under,Jalen Suggs - Assists,2.5
241,Markelle Fultz,player_assists_over_under,Markelle Fultz - Alt Assists,1.5
242,Markelle Fultz,player_assists_over_under,Markelle Fultz - Alt Assists,2.5
243,Markelle Fultz,player_assists_over_under,Markelle Fultz - Alt Assists,3.5
244,Markelle Fultz,player_assists_over_under,Markelle Fultz - Alt Assists,4.5
245,Markelle Fultz,player_assists_over_under,Markelle Fultz - Alt Assists,5.5
246,,player_assists_over_under,Markelle Fultz - Assists,3.5
247,Markelle Fultz,player_assists_over_under,Markelle Fultz - Assists,4.5
248,Paolo Banchero,player_assists_over_under,Paolo Banchero - Alt Assists,1.5
249,Paolo Banchero,player_assists_over_under,Paolo Banchero - Alt Assists,2.5
250,Paolo Banchero,player_assists_over_under,Paolo Banchero - Alt Assists,3.5
251,Paolo Banchero,player_assists_over_under,Paolo Banchero - Alt Assists,4.5
252,Paolo Banchero,player_assists_over_under,Paolo Banchero - Alt Assists,5.5
253,Paolo Banchero,player_assists_over_under,Paolo Banchero - Alt Assists,6.5
254,,player_assists_over_under,Paolo Banchero - Assists,4.5
255,Paolo Banchero,player_assists_over_under,Paolo Banchero - Assists,5.5
256,Cade Cunningham,player_assists_over_under,Cade Cunningham - Alt Assists,5.5
257,Cade Cunningham,player_assists_over_under,Cade Cunningham - Alt Assists,6.5
258,Cade Cunningham,player_assists_over_under,Cade Cunningham - Alt Assists,7.5
259,Cade Cunningham,player_assists_over_under,Cade Cunningham - Assists,6.5
260,Franz Wagner,player_assists_over_under,Franz Wagner - Alt Assists,3.5
261,Franz Wagner,player_assists_over_under,Franz Wagner - Alt Assists,4.5
262,Franz Wagner,player_assists_over_under,Franz Wagner - Assists,4.5
263,Jaden Ivey,player_assists_over_under,Jaden Ivey - Alt Assists,2.5
264,Jaden Ivey,player_assists_over_under,Jaden Ivey - Alt Assists,3.5
265,Jaden Ivey,player_assists_over_under,Jaden Ivey - Assists,3.5
266,Jalen Suggs,player_assists_over_under,Jalen Suggs - Assists,2.5
267,Markelle Fultz,player_assists_over_under,Markelle Fultz - Alt Assists,2.5
268,Markelle Fultz,player_assists_over_under,Markelle Fultz - Alt Assists,3.5
269,Markelle Fultz,player_assists_over_under,Markelle Fultz - Alt Assists,4.5
270,,player_assists_over_under,Markelle Fultz - Assists,3.5
271,Markelle Fultz,player_assists_over_under,Markelle Fultz - Assists,4.5
272,Paolo Banchero,player_assists_over_under,Paolo Banchero - Alt Assists,3.5
273,Paolo Banchero,player_assists_over_under,Paolo Banchero - Alt Assists,4.5
274,Paolo Banchero,player_assists_over_under,Paolo Banchero - Alt Assists,5.5
275,,player_assists_over_under,Paolo Banchero - Assists,4.5
276,Paolo Banchero,player_assists_over_under,Paolo Banchero - Assists,5.5
277,Ausar Thompson,player_rebounds_over_under,Ausar Thompson - Alt Rebounds,2.5
278,Ausar Thompson,player_rebounds_over_under,Ausar Thompson - Alt Rebounds,3.5
279,Ausar Thompson,player_rebounds_over_under,Ausar Thompson - Alt Rebounds,4.5
280,Ausar Thompson,player_rebounds_over_under,Ausar Thompson - Alt Rebounds,5.5
281,Ausar Thompson,player_rebounds_over_under,Ausar Thompson - Alt Rebounds,6.5
282,Ausar Thompson,player_rebounds_over_under,Ausar Thompson - Alt Rebounds,7.5
283,Ausar Thompson,player_rebounds_over_under,Ausar Thompson - Rebounds,5.5
284,,player_rebounds_over_under,Bojan Bogdanovic - Alt Rebounds,0.5
285,,player_rebounds_over_under,Bojan Bogdanovic - Alt Rebounds,1.5
286,,player_rebounds_over_under,Bojan Bogdanovic - Alt Rebounds,2.5
287,,player_rebounds_over_under,Bojan Bogdanovic - Alt Rebounds,3.5
288,,player_rebounds_over_under,Bojan Bogdanovic - Alt Rebounds,4.5
289,Bojan Bogdanovic,player_rebounds_over_under,Bojan Bogdanovic - Rebounds,2.5
290,,player_rebounds_over_under,Bojan Bogdanovic - Rebounds,3.5
291,Cade Cunningham,player_rebounds_over_under,Cade Cunningham - Alt Rebounds,0.5
292,Cade Cunningham,player_rebounds_over_under,Cade Cunningham - Alt Rebounds,1.5
293,Cade Cunningham,player_rebounds_over_under,Cade Cunningham - Alt Rebounds,2.5
294,Cade Cunningham,player_rebounds_over_under,Cade Cunningham - Alt Rebounds,3.5
295,Cade Cunningham,player_rebounds_over_under,Cade Cunningham - Alt Rebounds,4.5
296,,player_rebounds_over_under,Cade Cunningham - Alt Rebounds,5.5
297,Cade Cunningham,player_rebounds_over_under,Cade Cunningham - Rebounds,3.5
298,Franz Wagner,player_rebounds_over_under,Franz Wagner - Alt Rebounds,1.5
299,Franz Wagner,player_rebounds_over_under,Franz Wagner - Alt Rebounds,2.5
300,Franz Wagner,player_rebounds_over_under,Franz Wagner - Alt Rebounds,3.5
301,Franz Wagner,player_rebounds_over_under,Franz Wagner - Alt Rebounds,4.5
302,Franz Wagner,player_rebounds_over_under,Franz Wagner - Alt Rebounds,5.5
303,Franz Wagner,player_rebounds_over_under,Franz Wagner - Alt Rebounds,6.5
304,Franz Wagner,player_rebounds_over_under,Franz Wagner - Rebounds,4.5
305,Jaden Ivey,player_rebounds_over_under,Jaden Ivey - Alt Rebounds,0.5
306,Jaden Ivey,player_rebounds_over_under,Jaden Ivey - Alt Rebounds,1.5
307,Jaden Ivey,player_rebounds_over_under,Jaden Ivey - Alt Rebounds,2.5
308,Jaden Ivey,player_rebounds_over_under,Jaden Ivey - Alt Rebounds,3.5
309,Jaden Ivey,player_rebounds_over_under,Jaden Ivey - Alt Rebounds,4.5
310,Jaden Ivey,player_rebounds_over_under,Jaden Ivey - Alt Rebounds,5.5
311,Jaden Ivey,player_rebounds_over_under,Jaden Ivey - Rebounds,3.5
312,Jalen Duren,player_rebounds_over_under,Jalen Duren - Alt Rebounds,10.5
313,Jalen Duren,player_rebounds_over_under,Jalen Duren - Alt Rebounds,11.5
314,Jalen Duren,player_rebounds_over_under,Jalen Duren - Alt Rebounds,12.5
315,Jalen Duren,player_rebounds_over_under,Jalen Duren - Alt Rebounds,13.5
316,Jalen Duren,player_rebounds_over_under,Jalen Duren - Alt Rebounds,14.5
317,Jalen Duren,player_rebounds_over_under,Jalen Duren - Alt Rebounds,6.5
318,Jalen Duren,player_rebounds_over_under,Jalen Duren - Alt Rebounds,7.5
319,Jalen Duren,player_rebounds_over_under,Jalen Duren - Alt Rebounds,8.5
320,Jalen Duren,player_rebounds_over_under,Jalen Duren - Alt Rebounds,9.5
321,Jalen Duren,player_rebounds_over_under,Jalen Duren - Rebounds,11.5
322,Jalen Suggs,player_rebounds_over_under,Jalen Suggs - Alt Rebounds,0.5
323,Jalen Suggs,player_rebounds_over_under,Jalen Suggs - Alt Rebounds,1.5
324,Jalen Suggs,player_rebounds_over_under,Jalen Suggs - Alt Rebounds,2.5
325,Jalen Suggs,player_rebounds_over_under,Jalen Suggs - Alt Rebounds,3.5
326,Jalen Suggs,player_rebounds_over_under,Jalen Suggs - Alt Rebounds,4.5
327,Jalen Suggs,player_rebounds_over_under,Jalen Suggs - Rebounds,3.5
328,Markelle Fultz,player_rebounds_over_under,Markelle Fultz - Rebounds,2.5
329,Paolo Banchero,player_rebounds_over_under,Paolo Banchero - Alt Rebounds,3.5
330,Paolo Banchero,player_rebounds_over_under,Paolo Banchero - Alt Rebounds,4.5
331,Paolo Banchero,player_rebounds_over_under,Paolo Banchero - Alt Rebounds,5.5
332,Paolo Banchero,player_rebounds_over_under,Paolo Banchero - Alt Rebounds,6.5
333,Paolo Banchero,player_rebounds_over_under,Paolo Banchero - Alt Rebounds,7.5
334,Paolo Banchero,player_rebounds_over_under,Paolo Banchero - Alt Rebounds,8.5
335,Paolo Banchero,player_rebounds_over_under,Paolo Banchero - Alt Rebounds,9.5
336,Paolo Banchero,player_rebounds_over_under,Paolo Banchero - Rebounds,6.5
337,,player_rebounds_over_under,Paolo Banchero - Rebounds,7.5
338,Wendell Carter,player_rebounds_over_under,Wendell Carter Jr. - Alt Rebounds,10.5
339,Wendell Carter,player_rebounds_over_under,Wendell Carter Jr. - Alt Rebounds,3.5
340,Wendell Carter,player_rebounds_over_under,Wendell Carter Jr. - Alt Rebounds,4.5
341,Wendell Carter,player_rebounds_over_under,Wendell Carter Jr. - Alt Rebounds,5.5
342,Wendell Carter,player_rebounds_over_under,Wendell Carter Jr. - Alt Rebounds,6.5
343,Wendell Carter,player_rebounds_over_under,Wendell Carter Jr. - Alt Rebounds,7.5
344,Wendell Carter,player_rebounds_over_under,Wendell Carter Jr. - Alt Rebounds,8.5
345,Wendell Carter,player_rebounds_over_under,Wendell Carter Jr. - Alt Rebounds,9.5
346,Wendell Carter,player_rebounds_over_under,Wendell Carter Jr. - Rebounds,8.5
347,Ausar Thompson,player_rebounds_over_under,Ausar Thompson - Alt Rebounds,4.5
348,Ausar Thompson,player_rebounds_over_under,Ausar Thompson - Alt Rebounds,5.5
349,Ausar Thompson,player_rebounds_over_under,Ausar Thompson - Alt Rebounds,6.5
350,,player_rebounds_over_under,Ausar Thompson - Alt Rebounds,7.5
351,,player_rebounds_over_under,Ausar Thompson - Alt Rebounds,8.5
352,,player_rebounds_over_under,Ausar Thompson - Alt Rebounds,9.5
353,Ausar Thompson,player_rebounds_over_under,Ausar Thompson - Rebounds,5.5
354,,player_rebounds_over_under,Bojan Bogdanovic - Alt Rebounds,1.5
355,,player_rebounds_over_under,Bojan Bogdanovic - Alt Rebounds,2.5
356,,player_rebounds_over_under,Bojan Bogdanovic - Alt Rebounds,3.5
357,Bojan Bogdanovic,player_rebounds_over_under,Bojan Bogdanovic - Rebounds,2.5
358,,player_rebounds_over_under,Bojan Bogdanovic - Rebounds,3.5
359,Cade Cunningham,player_rebounds_over_under,Cade Cunningham - Alt Rebounds,2.5
360,Cade Cunningham,player_rebounds_over_under,Cade Cunningham - Alt Rebounds,3.5
361,Cade Cunningham,player_rebounds_over_under,Cade Cunningham - Alt Rebounds,4.5
362,Cade Cunningham,player_rebounds_over_under,Cade Cunningham - Rebounds,3.5
363,Franz Wagner,player_rebounds_over_under,Franz Wagner - Alt Rebounds,3.5
364,Franz Wagner,player_rebounds_over_under,Franz Wagner - Alt Rebounds,4.5
365,Franz Wagner,player_rebounds_over_under,Franz Wagner - Alt Rebounds,5.5
366,Franz Wagner,player_rebounds_over_under,Franz Wagner - Rebounds,4.5
367,Jaden Ivey,player_rebounds_over_under,Jaden Ivey - Alt Rebounds,2.5
368,Jaden Ivey,player_rebounds_over_under,Jaden Ivey - Alt Rebounds,3.5
369,Jaden Ivey,player_rebounds_over_under,Jaden Ivey - Alt Rebounds,4.5
370,Jaden Ivey,player_rebounds_over_under,Jaden Ivey - Rebounds,3.5
371,Jalen Duren,player_rebounds_over_under,Jalen Duren - Alt Rebounds,10.5
372,Jalen Duren,player_rebounds_over_under,Jalen Duren - Alt Rebounds,11.5
373,Jalen Duren,player_rebounds_over_under,Jalen Duren - Alt Rebounds,12.5
374,Jalen Duren,player_rebounds_over_under,Jalen Duren - Alt Rebounds,9.5
375,Jalen Duren,player_rebounds_over_under,Jalen Duren - Rebounds,11.5
376,Jalen Suggs,player_rebounds_over_under,Jalen Suggs - Alt Rebounds,2.5
377,Jalen Suggs,player_rebounds_over_under,Jalen Suggs - Alt Rebounds,3.5
378,Jalen Suggs,player_rebounds_over_under,Jalen Suggs - Rebounds,3.5
379,Markelle Fultz,player_rebounds_over_under,Markelle Fultz - Rebounds,2.5
380,Paolo Banchero,player_rebounds_over_under,Paolo Banchero - Alt Rebounds,4.5
381,Paolo Banchero,player_rebounds_over_under,Paolo Banchero - Alt Rebounds,5.5
382,Paolo Banchero,player_rebounds_over_under,Paolo Banchero - Alt Rebounds,6.5
383,Paolo Banchero,player_rebounds_over_under,Paolo Banchero - Alt Rebounds,7.5
384,Paolo Banchero,player_rebounds_over_under,Paolo Banchero - Rebounds,6.5
385,,player_rebounds_over_under,Paolo Banchero - Rebounds,7.5
386,Wendell Carter,player_rebounds_over_under,Wendell Carter Jr. - Alt Rebounds,6.5
387,Wendell Carter,player_rebounds_over_under,Wendell Carter Jr. - Alt Rebounds,7.5
388,Wendell Carter,player_rebounds_over_under,Wendell Carter Jr. - Alt Rebounds,8.5
389,Wendell Carter,player_rebounds_over_under,Wendell Carter Jr. - Alt Rebounds,9.5
390,Wendell Carter,player_rebounds_over_under,Wendell Carter Jr. - Rebounds,8.5
391,Alec Burks,player_threes_over_under,Alec Burks - Alt Threes,0.5
392,Alec Burks,player_threes_over_under,Alec Burks - Alt Threes,1.5
393,Alec Burks,player_threes_over_under,Alec Burks - Alt Threes,2.5
394,Alec Burks,player_threes_over_under,Alec Burks - Made Threes,1.5
395,Bojan Bogdanovic,player_threes_over_under,Bojan Bogdanovic - Alt Threes,0.5
396,Bojan Bogdanovic,player_threes_over_under,Bojan Bogdanovic - Alt Threes,1.5
397,Bojan Bogdanovic,player_threes_over_under,Bojan Bogdanovic - Alt Threes,2.5
398,Bojan Bogdanovic,player_threes_over_under,Bojan Bogdanovic - Alt Threes,3.5
399,Bojan Bogdanovic,player_threes_over_under,Bojan Bogdanovic - Made Threes,2.5
400,Cade Cunningham,player_threes_over_under,Cade Cunningham - Alt Threes,0.5
401,Cade Cunningham,player_threes_over_under,Cade Cunningham - Alt Threes,1.5
402,Cade Cunningham,player_threes_over_under,Cade Cunningham - Made Threes,1.5
403,Franz Wagner,player_threes_over_under,Franz Wagner - Alt Threes,0.5
404,Franz Wagner,player_threes_over_under,Franz Wagner - Alt Threes,1.5
405,,player_threes_over_under,Franz Wagner - Alt Threes,2.5
406,Franz Wagner,player_threes_over_under,Franz Wagner - Made Threes,1.5
407,Jaden Ivey,player_threes_over_under,Jaden Ivey - Alt Threes,0.5
408,Jaden Ivey,player_threes_over_under,Jaden Ivey - Alt Threes,1.5
409,Jaden Ivey,player_threes_over_under,Jaden Ivey - Made Threes,1.5
410,Jalen Suggs,player_threes_over_under,Jalen Suggs - Alt Threes,0.5
411,Jalen Suggs,player_threes_over_under,Jalen Suggs - Alt Threes,1.5
412,Jalen Suggs,player_threes_over_under,Jalen Suggs - Alt Threes,2.5
413,Jalen Suggs,player_threes_over_under,Jalen Suggs - Made Threes,1.5
414,Paolo Banchero,player_threes_over_under,Paolo Banchero - Alt Threes,0.5
415,Paolo Banchero,player_threes_over_under,Paolo Banchero - Alt Threes,1.5
416,,player_threes_over_under,Paolo Banchero - Alt Threes,2.5
417,Paolo Banchero,player_threes_over_under,Paolo Banchero - Made Threes,1.5
418,Wendell Carter,player_threes_over_under,Wendell Carter Jr. - Alt Threes,0.5
419,Wendell Carter,player_threes_over_under,Wendell Carter Jr. - Alt Threes,1.5
420,Wendell Carter,player_threes_over_under,Wendell Carter Jr. - Made Threes,1.5
421,Alec Burks,player_threes_over_under,Alec Burks - Alt Threes,1.5
422,Alec Burks,player_threes_over_under,Alec Burks - Alt Threes,2.5
423,Alec Burks,player_threes_over_under,Alec Burks - Alt Threes,3.5
424,Alec Burks,player_threes_over_under,Alec Burks - Alt Threes,4.5
425,Alec Burks,player_threes_over_under,Alec Burks - Made Threes,1.5
426,Bojan Bogdanovic,player_threes_over_under,Bojan Bogdanovic - Alt Threes,1.5
