game_date,player_name,player_id,rolling_mins,min,pos,pts,ast,reb,fg3m,ftr,reb_rate,ast_rate,fg3_rate,usage_percentage,rolling_pts,rolling_usg,rolling_ast,rolling_reb,rolling_fg3m,rolling_dfs,fan_pts,rolling_max_pts,rolling_min_pts,rolling_max_ast,rolling_min_ast,rolling_max_dfs,rolling_min_dfs,rolling_max_reb,rolling_min_reb,rolling_max_fg3m,rolling_min_fg3m,rolling_sd_dfs,rolling_sd_pts,rolling_sd_ast,rolling_sd_reb,rolling_sd_fg3m,rolling_fg3_rate,rolling_max_fg3_rate,rolling_min_fg3_rate,current_pts,current_usg,current_ast,current_reb,current_3s,current_dfs,current_mins,current_fg3_rate,prev_game_date,ppm,days_rest
2024-10-18,Caleb Houstan,1631216,,8,Guard,0,0,0,0,0,0,0,1,0.107449856733524,,,,,,,-2,,,,,,,,,,,,,,,,,right,NaN,,,,,,,,,2024-10-09,,8
2024-10-18,Caleb Martin,1628997,20,24,Forward,10,2,4,2,0.2,8.51063829787234,2.5974025974026,0.4,0.233355749831876,7.25,0.190694890084973,1,2.5,1,12,17,10,5,2,0,18,5,4,0,2,0,5.89067059000926,1.87082869338697,1.09544511501033,1.67332005306815,0.836660026534076,0.229166666666667,right,0.1,6.25,0.15924816535255,1,2.25,0.5,11.75,17.75,0.258928571428571,2024-10-16,0.352112676056338,1
2024-10-18,Cam Reddish,1629629,19,24,Forward-Guard,6,1,2,1,0.363636363636364,5.1948051948052,1.44927536231884,0.545454545454545,0.259859154929578,3.25,0.138401643762027,0.75,2.5,0.5,8,8,6,0,2,0,15,3,5,1,1,0,4.76445169982864,2.16794833886788,0.894427190999916,1.6431676725155,0.547722557505166,,,,2.5,0.0933032991030885,0.5,2.25,0.5,9,15.5,,2024-10-17,0.161290322580645,0
2024-10-18,Cam Thomas,1630560,24.75,32,Guard,13,3,3,0,0.7,5.33482142857143,2.41552403732776,0.4,0.191090515778758,14.75,0.229439134018136,2,2.5,1.5,24,20,,,,,,,,,,,,,,,,0.44774593598123,right,0.2941176,,,,,,,,0.451139601139601,2024-10-16,,1
2024-10-18,Cameron Johnson,1629661,25,32,Forward,32,4,5,7,0.19047619047619,8.89136904761905,3.44243995534911,0.666666666666667,0.313753393281303,14.75,0.227916545269981,2.75,4,3.25,29.5,56,,,,,,,,,,,,,,,,0.729545454545455,right,0.6,,,,,,,,0.715656565656566,2024-10-16,,1
2024-10-18,Cameron Payne,1626166,24.5,20,Guard,12,1,0,1,0.25,0,1.30565419284349,0.5,0.298333333333333,13.5,0.249665476264993,4,2.25,2.25,26,15,16,11,8,1,37,15,5,0,4,1,8.36660026534076,2,2.70185121722126,1.78885438199983,1.4142135623731,0.488888888888889,right,0.3,13.25,0.245203593215089,5.25,2.75,2.25,27.5,26,0.425,2024-10-15,0.509615384615385,2
2024-10-18,Caris LeVert,1627747,,25,Guard,9,5,0,1,0.2,0,4.72136776593462,0.7,0.182769230769231,,,,,,,14,,,,,,,,,,,,,,,,0.409126984126984,right,0.2222222,,,,,,,,0.487698412698413,2024-10-16,,1
2024-10-18,Chris Boucher,1628449,16.5,11,Forward,10,1,1,2,0.25,5.1948051948052,2.10896309314587,0.5,0.325622612681436,10.75,0.230461665011979,0.75,3.25,1.5,19.75,17,22,2,1,0,37,8,7,1,3,0,11.5628716156498,7.25947656515262,0.547722557505166,2.58843582110896,1.30384048104053,0.651388888888889,right,0.5,11.5,0.211081171923153,0.5,4.5,1.75,23,18,0.576388888888889,2024-10-15,0.638888888888889,2
2024-10-18,Chris Duarte,1630537,10.5,14,Guard,3,3,1,0,0.333333333333333,3.42342342342342,4.36447166921899,0.833333333333333,0.210517435320585,4,0.274965646467724,1,1.25,0.75,8,10,10,0,3,0,17,2,5,0,2,0,6.61059755241536,3.70135110466435,1.30384048104053,1.87082869338697,0.836660026534076,0.833333333333333,right,0.5,4.5,0.304143627087119,0.25,2.25,1,9,9.5,0.770833333333333,2024-10-16,0.473684210526316,1
2024-10-18,Chuma Okeke,1629643,,4,Forward,0,0,0,0,,0,0,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-09,,8
2024-10-18,Coby White,1629632,,30,Guard,14,8,6,2,0.142857142857143,9.58558558558559,5.53878188443519,0.571428571428571,0.247847769028871,,,,,,,36,,,,,,,,,,,,,,,,0.595955433455433,right,0.3846154,,,,,,,,0.5501221001221,2024-10-16,,1
2024-10-18,Cole Anthony,1630175,,8,Guard,5,1,0,1,0.666666666666667,0,2.94117647058824,0.666666666666667,0.262177650429799,,,,,,,5,,,,,,,,,,,,,,,,0.668154761904762,right,0.5,,,,,,,,0.626488095238095,2024-10-09,,8
2024-10-18,Colin Castleton,1630658,13.75,27,Center,4,1,5,0,0,11.5440115440115,1.30293159609121,0,0.125195618153365,2.5,0.10771100640217,2,3.5,0,13.75,10,4,0,4,1,29,7,6,1,0,0,9.1214034007931,1.67332005306815,1.22474487139159,2.16794833886788,0,,,,2,0.104119713167481,2.25,2.75,0,13.5,9.75,,2024-10-15,0.205128205128205,2
2024-10-18,Collin Sexton,1629012,24.25,16,Guard,6,1,1,0,0,2.9875,2.27988171325002,0.125,0.282809810671256,14.5,0.275426256017178,4.75,2.75,1.5,27.5,5,24,6,8,0,52,5,6,1,4,0,18.2016482770105,7.15541752799933,3.3466401061363,2.50998007960223,1.67332005306815,0.169711538461538,right,0,15,0.26536996058831,4.5,4,2,30.75,24.75,0.271875,2024-10-15,0.606060606060606,2
2024-10-18,Dalano Banton,1630625,19.5,18,Forward,4,6,2,0,0,5.35555555555556,6.99632281788272,0.333333333333333,0.0618900873138161,9.5,0.224729027027383,4.25,3.25,1,25.25,24,,,,,,,,,,,,,,,,,right,NaN,,,,,,,,0.416666666666667,2024-10-16,,1
2024-10-18,Darius Garland,1629636,,32,Guard,23,5,2,5,0.133333333333333,2.97297297297297,3.80535055350553,0.666666666666667,0.226923076923077,,,,,,,40,,,,,,,,,,,,,,,,0.575757575757576,right,0.5,,,,,,,,0.553030303030303,2024-10-16,,1
2024-10-18,Davion Mitchell,1630558,24.75,18,Guard,1,4,2,0,1.33333333333333,6.34920634920635,4.84848484848485,0.666666666666667,0.129075630252101,3.75,0.0969037463370593,5.75,3,0.75,19.5,8,9,1,10,3,34,8,4,1,3,0,9.67987603226405,3.11448230047949,2.70185121722126,1.14017542509914,1.34164078649987,0.655952380952381,right,0.3,4.5,0.0857233932017554,6,2.75,0.75,21.5,25.25,0.580952380952381,2024-10-15,0.178217821782178,2
2024-10-18,De'Anthony Melton,1629001,19.75,20,Guard,9,5,1,1,0,3.14285714285714,4.93233327898255,0.25,0.131046931407942,9.25,0.236446633261883,4,3,1.75,23.75,28,16,5,7,1,32,17,5,1,4,1,6.91375440697744,4.18330013267038,2.60768096208106,1.6431676725155,1.30384048104053,0.522727272727273,right,0.25,9,0.258620534049234,3,3.25,2,21.25,17.75,0.478084415584416,2024-10-13,0.507042253521127,4
2024-10-18,Dean Wade,1629731,21.5,26,Forward-Center,14,3,5,4,0,9.14760914760915,2.77116864940518,0.9,0.14792899408284,8.25,0.131283608340449,1.75,4.25,1.75,26,40,,,,,,,,,,,,,,,,0.819444444444445,right,0.6,,,,,,,,0.78125,2024-10-16,,1
2024-10-18,Deni Avdija,1630166,,21,Forward,10,7,6,1,0.333333333333333,13.7714285714286,7.04325317301269,0.333333333333333,0.217853107344633,,,,,,,39,,,,,,,,,,,,,,,,0.269444444444444,right,0.1111111,,,,,,,,0.311111111111111,2024-10-16,,1
2024-10-18,Desmond Bane,1630217,23.5,26,Guard,19,7,4,2,0.0714285714285714,8.4526967285588,7.34158328945059,0.428571428571429,0.285968330634759,17.5,0.283037925328037,3.75,3.75,2.25,37.25,48,,,,,,,,,,,,,,,,0.372767857142857,right,0.25,,,,,,,,0.406421703296703,2024-10-14,,3
2024-10-18,Donovan Mitchell,1628378,,34,Guard,22,4,4,2,0.285714285714286,5.59618441971383,2.85497999351141,0.428571428571429,0.301357466063348,,,,,,,33,,,,,,,,,,,,,,,,0.407051282051282,right,0.3571429,,,,,,,,0.405563186813187,2024-10-16,,1
2024-10-18,Draymond Green,203110,17.75,15,Forward,2,5,4,0,Inf,16.7619047619048,6.32679738562092,,0.054748495788207,7.25,0.171270040677187,3.5,4.5,0.75,23.25,21,10,2,5,1,41,7,10,1,2,0,13.8202749610853,4.02492235949962,2,3.63318042491699,0.894427190999916,,right,NaN,7.25,0.193804213635193,2.5,3.75,0.75,19.75,17.25,,2024-10-15,0.420289855072464,2
2024-10-18,Drew Eubanks,1629234,15.25,15,Forward-Center,9,0,5,0,1,15.9333333333333,0,0,0.157962134251291,7,0.131173963453,0.25,4.5,0,21,23,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,2024-10-12,,5
2024-10-18,Dru Smith,1630696,12.5,14,Guard,10,1,4,2,0.5,15.7635467980296,1.76082171680117,0.75,0.203139609271197,4.75,0.230608818945015,3.25,2.5,0.75,17,20,10,0,5,1,25,3,4,0,2,0,8.75785361832453,3.56370593624109,1.87082869338697,1.87082869338697,0.836660026534076,,right,NaN,3.5,0.212103968892024,3.5,1.5,0.5,14.75,13,0.2875,2024-10-16,0.269230769230769,1
2024-10-18,Duop Reath,1641871,13.75,23,Center,14,2,5,4,0.181818181818182,10.4782608695652,1.86676994577847,0.727272727272727,0.207950693374422,6,0.226119675000559,0.75,2.5,1.5,14,36,,,,,,,,,,,,,,,,0.681818181818182,right,0.5,,,,,,,,0.699675324675325,2024-10-16,,1
2024-10-18,E.J. Liddell,1630604,,8,Forward,2,0,2,0,0,11.981981981982,0,0.333333333333333,0.140255905511811,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-14,,3
2024-10-18,Eric Gordon,201569,13.5,17,Guard,3,0,0,1,0,0,0,0.6,0.118675580521381,5.5,0.221771576990178,0.25,0.75,1.25,8.75,1,8,3,1,0,24,-2,2,0,2,0,10.3053384223906,2.73861278752583,0.547722557505166,0.836660026534076,0.836660026534076,0.458333333333333,right,0.3333333,5.5,0.253407118164269,0.5,1,1.25,10,11,0.5,2024-10-16,0.5,1
2024-10-18,Evan Mobley,1630596,,34,Center,15,8,10,1,1.09090909090909,13.9904610492846,5.55146672274209,0.272727272727273,0.184162895927602,,,,,,,52,,,,,,,,,,,,,,,,0.249729437229437,right,0.1428571,,,,,,,,0.222943722943723,2024-10-16,,1
2024-10-18,Franz Wagner,1630532,,24,Forward,6,1,1,0,0,2.12765957446809,0.980392156862745,0.3,0.196991404011461,,,,,,,10,,,,,,,,,,,,,,,,0.303252923976608,right,0.2222222,,,,,,,,0.286805555555556,2024-10-09,,8
2024-10-18,Garrett Temple,202066,,8,Guard-Forward,0,0,1,0,0,7.14285714285714,0,1,0.201680672268908,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-18,Gary Harris,203914,,15,Guard,9,1,0,3,0,0,1.59680638722555,0.75,0.114613180515759,,,,,,,16,,,,,,,,,,,,,,,,0.6875,,,,,,,,,,,2024-10-07,,10
2024-10-18,Gary Payton II,1627780,13.75,14,Guard,4,2,2,0,0.5,8.97959183673469,2.78705516526546,0,0.0761320268179474,4.75,0.11079394630115,2,2.75,0.75,18.25,19,10,0,2,2,29,2,5,1,2,0,10.6536378763313,3.93700393700591,0,1.67332005306815,0.894427190999916,0.270833333333333,right,0,4,0.122824554298085,2,2.5,0.75,14,13,0.354166666666667,2024-10-15,0.307692307692308,2
2024-10-18,Georges Niang,1627777,15.5,12,Forward,5,3,0,1,0.5,0,5.85106382978723,0.75,0.156410256410256,7.5,0.184588702852947,0.75,2.75,1,14.75,13,,,,,,,,,,,,,,,,0.754166666666667,right,0.4444444,,,,,,,,0.698611111111111,2024-10-16,,1
2024-10-18,Goga Bitadze,1629048,,10,Center-Forward,6,0,7,0,0.5,35.7446808510638,0,0,0.20974212034384,,,,,,,23,,,,,,,,,,,,,,,,0.277777777777778,right,0,,,,,,,,0.340277777777778,2024-10-09,,8
2024-10-18,Gradey Dick,1641711,26,26,Guard-Forward,12,1,6,2,0,13.1868131868132,0.875912408759124,0.571428571428571,0.217194570135747,16.25,0.252169124779629,0.5,4,3,29,30,27,8,5,0,51,12,6,2,5,0,14.2372750201715,7.68114574786861,2.07364413533277,2,1.8165902124585,0.464590964590965,right,0.3809524,15.75,0.255864006921926,1.5,3.5,2.5,28.5,24.5,0.492368742368742,2024-10-15,0.642857142857143,2
2024-10-18,Gui Santos,1630611,6,9,Forward,4,0,2,0,0.666666666666667,13.968253968254,0,0.333333333333333,0.188319294023265,2.25,0.157474616710607,0.25,1,0,5.25,10,4,0,1,0,10,3,2,0,0,0,3.03315017762062,1.48323969741913,0.547722557505166,1.09544511501033,0,,right,NaN,1.75,0.151751311983867,0.5,0.5,0,3.5,5.5,0.333333333333333,2024-10-15,0.318181818181818,2
2024-10-18,Haywood Highsmith,1629312,16.25,15,Forward,10,0,3,3,0.333333333333333,11.0344827586207,0,0.833333333333333,0.217154667585257,8,0.172611828751229,0.5,3.5,1.25,18.75,22,,,,,,,,,,,,,,,,0.520833333333333,right,0,,,,,,,,0.395833333333333,2024-10-16,,1
2024-10-18,Immanuel Quickley,1630193,,23,Guard,9,10,3,1,0.142857142857143,7.45341614906832,9.86031224322103,0.285714285714286,0.183090975520643,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-18,JT Thor,1630550,10.25,5,Forward,4,0,2,0,Inf,19.027027027027,0,,0.135384615384615,5.5,0.185084219955449,0.5,2.5,0.25,13.5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-16,,1
2024-10-18,Ja Morant,1629630,,24,Guard,17,6,8,0,0.333333333333333,18.3141762452107,6.78752307473849,0.166666666666667,0.279955999524319,,,,,,,51,,,,,,,,,,,,,,,,0.197712418300654,,,,,,,,,,,2024-10-07,,10
2024-10-18,Jake LaRavia,1631222,21,19,Forward,2,1,4,0,0,11.5668481548699,1.34186738532368,0.4,0.15706855436844,8,0.225703031584706,2.75,6,0.5,22,11,20,2,6,1,38,9,9,3,2,0,13.2928552237659,7.66159252375118,2.19089023002066,2.54950975679639,1.09544511501033,0.475,right,0.4,11,0.223815913560499,2.75,6.5,1,27.5,22,0.459375,2024-10-14,0.5,3
2024-10-18,Jalen Brunson,1628973,22.25,28,Guard,27,5,1,2,0.333333333333333,2.30694980694981,4.79727017262144,0.266666666666667,0.31547619047619,21.5,0.32336622756863,4.25,2,1.75,33.75,38,,,,,,,,,,,,,,,,0.24509350298824,right,0.1428571,,,,,,,,0.279304029304029,2024-10-13,,4
2024-10-18,Jalen Hood-Schifino,1641720,18.25,31,Guard,6,7,3,0,0,6.03267700041894,8.00762631077216,0.3,0.218082689686506,3,0.215027278665409,3.5,2,0.25,6,13,9,1,7,0,18,1,4,0,1,0,6.94982014155762,3.27108544675923,2.50998007960223,1.6431676725155,0.447213595499958,,,,3.75,0.219112616260477,2.5,2,0.25,7.25,14.5,,2024-10-17,0.258620689655172,0
2024-10-18,Jalen Slawson,1641771,,6,Forward,4,0,1,0,1,8.51063829787234,0,0,0.206303724928367,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-09,,8
2024-10-18,Jalen Smith,1630188,,17,Forward-Center,14,4,9,0,0.666666666666667,25.3736089030207,5.02005189903279,0.222222222222222,0.278091709124595,,,,,,,40,,,,,,,,,,,,,,,,0.381944444444444,right,0.2222222,,,,,,,,0.343055555555556,2024-10-16,,1
2024-10-18,Jalen Suggs,1630591,,24,Guard,12,7,4,0,0.875,8.51063829787234,6.86274509803922,0.5,0.234240687679083,,,,,,,42,,,,,,,,,,,,,,,,0.5625,right,0.5,,,,,,,,0.6375,2024-10-09,,8
2024-10-18,Jalen Wilson,1630592,24.25,30,Forward,13,5,3,2,0.307692307692308,5.69047619047619,4.33851292477491,0.538461538461538,0.199504580929759,11,0.209103602472716,2.5,3.25,1.75,20,25,,,,,,,,,,,,,,,,0.694139194139194,right,0.4444444,,,,,,,,0.638583638583639,2024-10-16,,1
2024-10-18,Jared Butler,1630215,15.25,22,Guard,14,5,0,1,0.181818181818182,0,5.02933780385583,0.181818181818182,0.272727272727273,7.75,0.221640653046516,4.75,0.75,0.5,18.25,27,14,3,8,2,27,8,2,0,1,0,9.47100839404126,4.96990945591567,2.48997991959775,0.894427190999916,0.547722557505166,0.180871212121212,right,0.125,5,0.214327502265579,4,0.75,0.25,13.5,11.75,0.243371212121212,2024-10-14,0.425531914893617,3
2024-10-18,Jarrett Allen,1628386,22.5,32,Center,25,2,16,0,0.1875,23.7837837837838,1.55770592400283,0,0.220192307692308,16,0.218059906922772,2.25,9,0,43,71,,,,,,,,,,,,,,,,0,right,0,,,,,,,,0,2024-10-16,,1
2024-10-18,Jaxson Hayes,1629637,19,20,Center-Forward,7,2,7,0,0.285714285714286,21.8181818181818,3.6144578313253,0,0.187605633802817,5.25,0.116884418287192,2,5.5,0,23.5,21,7,4,2,2,30,21,9,2,0,0,3.3466401061363,1.30384048104053,0,2.91547594742265,0,0,right,0,4.75,0.103557300320628,2,5.75,0,25.75,19,0,2024-10-17,0.25,0
2024-10-18,Jerami Grant,203924,,22,Forward,18,7,3,3,0.0909090909090909,6.57272727272727,6.98174895501386,0.363636363636364,0.193097072419106,,,,,,,62,,,,,,,,,,,,,,,,0.511802810715854,right,0.25,,,,,,,,0.389520202020202,2024-10-13,,4
2024-10-18,Jericho Sims,1630579,11,11,Center,0,1,2,0,,11.7444717444717,2.22843822843823,,0,1.75,0.029875,0.25,4.75,0,13,6,7,0,2,0,29,0,10,0,0,0,12.7161314872095,3.08220700148449,0.894427190999916,4.60434577328854,0,,right,NaN,2.5,0.0506804467782129,0.5,6.75,0,18.25,13.25,,2024-10-15,0.188679245283019,2
2024-10-18,Jett Howard,1641724,,16,Guard,11,2,0,3,0.333333333333333,0,2.98507462686567,1,0.211676217765043,,,,,,,19,,,,,,,,,,,,,,,,0.841666666666667,right,0.6666667,,,,,,,,0.758333333333333,2024-10-09,,8
2024-10-18,Jevon Carter,1628975,11,14,Guard,9,1,1,1,0.4,3.42342342342342,1.49842271293375,0.4,0.183802024746907,4.75,0.199062421782528,0.75,0.75,0.5,9.25,13,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,2024-10-16,,1
2024-10-18,John Collins,1628381,17,11,Forward-Center,7,0,5,1,0,21.7272727272727,0,0.5,0.299170708809263,10.25,0.300733670162209,2,5.75,0.75,26.75,20,14,7,4,0,36,15,7,3,1,0,8.01872807869178,2.96647939483827,2.19089023002066,1.78885438199983,0.547722557505166,0.358653846153846,right,0.25,11.5,0.345421891180949,2,5.25,0.5,25.5,16.5,0.374562937062937,2024-10-15,0.696969696969697,2
2024-10-18,John Konchar,1629723,21.5,13,Guard,2,2,0,0,0.666666666666667,0,3.87044534412955,1,0.16003732264881,6,0.127790407864679,2,5,0.5,23.25,4,8,2,5,0,37,4,8,0,2,0,12.0498962651137,2.48997991959775,1.87082869338697,3.08220700148449,0.894427190999916,0.875,right,0.2857143,6.75,0.101801632862322,2,6.25,0.75,28.75,23.5,0.696428571428571,2024-10-14,0.287234042553192,3
2024-10-18,Johnny Davis,1631098,13.25,26,Guard,14,5,2,0,0.5,4.98960498960499,4.18118466898955,0.125,0.178896031921969,4.5,0.136083371404671,1.75,1.5,0,12.25,37,14,0,5,0,37,1,2,0,1,0,14.7410990092327,5.76194411635517,1.94935886896179,0.894427190999916,0.447213595499958,0.46875,right,0,3,0.149760382146645,0.75,1.5,0.25,5,10.75,0.46875,2024-10-14,0.27906976744186,3
2024-10-18,Johnny Juzang,1630548,17.25,19,Guard,8,3,3,1,0.333333333333333,7.54736842105263,5.5919513336453,0.777777777777778,0.245083793821904,11.5,0.196295491984616,1.5,2,2.5,23.5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-12,,5
2024-10-18,Jonathan Isaac,1628371,,6,Forward,5,0,0,1,0,0,0,0.333333333333333,0.214899713467049,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-07,,10
2024-10-18,Jonathan Kuminga,1630228,21.75,18,Forward,17,0,4,1,0.181818181818182,13.968253968254,0,0.363636363636364,0.288303249097473,14.75,0.227396666628428,1.25,4.75,1.75,27.5,29,19,11,3,0,34,19,7,2,4,0,5.52268050859363,3.39116499156263,1.09544511501033,2.28035085019828,1.6431676725155,0.290214646464646,right,0.2,14.5,0.225796430207912,1.5,4.25,2.5,26.5,22.25,0.379103535353535,2024-10-15,0.651685393258427,2
2024-10-18,Jordan Clarkson,203903,18.5,12,Guard,6,0,3,0,0.8,11.95,0,0.2,0.231732644865175,11,0.265751769516188,2.25,3,0.5,21.5,12,14,6,5,0,27,12,4,1,1,0,5.80517010948,3.08220700148449,1.78885438199983,1.22474487139159,0.547722557505166,0.269791666666667,right,0.1666667,12.25,0.287727937815523,2.75,3,0.75,24.25,18.25,0.219791666666667,2024-10-15,0.671232876712329,2
2024-10-18,Jordan Poole,1629673,21.5,18,Guard,16,5,1,3,0.1,3.6036036036036,6.23052959501558,0.5,0.274735830931796,10.5,0.253050827701006,3,2,1.25,17.75,31,16,3,6,1,33,7,3,1,3,0,11.6275534829989,5.41294744108974,2.07364413533277,0.836660026534076,1.14017542509914,0.572118241235888,right,0.3636364,10.5,0.240561366856386,3.25,2,1,18.25,22.25,0.591959511077158,2024-10-14,0.471910112359551,3
2024-10-18,Josh Christopher,1630528,12.25,22,Guard,17,4,3,2,0.272727272727273,7.52351097178683,4.54760776882994,0.363636363636364,0.287852691572981,8.25,0.348905796175464,2.5,2.5,1,19.25,40,17,5,5,1,40,8,5,1,2,0,12.300406497348,5.27257053058563,1.58113883008419,1.78885438199983,0.707106781186548,,,,5.25,0.329860741749118,2.75,2,0.75,14.5,10.75,,2024-10-16,0.488372093023256,1
2024-10-18,Josh Hart,1628404,22,25,Guard,2,3,5,0,0,12.9189189189189,2.97066622472655,0.5,0.0666666666666667,0.5,0.0487127703471847,3,4,0,14.5,17,,,,,,,,,,,,,,,,,right,NaN,,,,,,,,,2024-10-13,,4
2024-10-18,Julian Phillips,1641763,19.5,15,Forward,2,0,1,0,0,3.1951951951952,0,0.5,0.149606299212598,10.5,0.201727056206921,0.5,3.75,2,20,1,,,,,,,,,,,,,,,,0.708333333333333,right,0.5,,,,,,,,0.625,2024-10-14,,3
2024-10-18,Justin Minaya,1631303,,12,Forward,5,0,2,1,0,8.03333333333333,0,0.5,0.123780174627632,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-16,,1
2024-10-18,KJ Martin,1630231,24.75,23,Forward,9,0,3,1,0.285714285714286,6.66049953746531,0,0.142857142857143,0.173328265255402,10.25,0.152510824169635,1.5,4,0.25,24.25,20,12,4,2,0,33,12,6,1,1,0,8.01249024960405,3.08220700148449,0.894427190999916,1.8165902124585,0.447213595499958,0.0357142857142857,right,0,9,0.134739161688776,1.75,3.5,0,22.25,22,0.0357142857142857,2024-10-16,0.409090909090909,1
2024-10-18,Karl-Anthony Towns,1626157,25.25,30,Center-Forward,22,4,12,0,0.625,25.8378378378378,3.46665699677267,0.3125,0.283333333333333,18.25,0.307104879197918,1.5,11,1,44,53,,,,,,,,,,,,,,,,0.294519716394716,right,0.1818182,,,,,,,,0.336565170940171,2024-10-13,,4
2024-10-18,Kelly Oubre Jr.,1626162,23,22,Forward-Guard,17,2,4,0,0.6,9.28433268858801,2.97029702970297,0.3,0.268508895274195,16.25,0.244594338452439,1.25,3.25,1.5,25.75,29,18,6,2,0,30,11,4,2,3,0,7.88669766125214,4.81663783151692,0.707106781186548,1,1.30384048104053,0.34031862745098,right,0.3,13.5,0.234814628231403,0.75,2.75,1.5,21.25,20.25,0.41875,2024-10-16,0.666666666666667,1
2024-10-18,Kentavious Caldwell-Pope,203484,,15,Guard,3,3,2,1,0,6.80851063829787,4.642166344294,1,0.171919770773639,,,,,,,11,,,,,,,,,,,,,,,,0.803571428571429,,,,,,,,,,,2024-10-07,,10
2024-10-18,Keon Johnson,1630553,,15,Guard,11,2,4,1,0,15.1746031746032,3.66143240137878,0.333333333333333,0.297364551521321,,,,,,,30,,,,,,,,,,,,,,,,0.583333333333333,right,0.3333333,,,,,,,,0.57051282051282,2024-10-16,,1
2024-10-18,Kevon Looney,1626172,14,12,Forward,6,1,2,0,1,10.4761904761905,1.63336933045356,0,0.104837545126354,5.5,0.154021371062236,2.75,3.75,0,23.75,20,8,2,6,1,39,10,5,2,0,0,11.3357840487546,2.68328157299975,1.94935886896179,1.51657508881031,0,0,right,0,4.5,0.141770308380143,3,3.75,0,21.25,15.25,0.05,2024-10-15,0.295081967213115,2
2024-10-18,Keyonte George,1641718,20.75,13,Guard,6,1,0,2,0,0,2.77197865924379,0.666666666666667,0.25314444591553,14.25,0.266198045352212,2.5,2.25,2.75,23.25,7,24,6,5,0,40,7,3,0,4,2,11.8448300958688,6.49615270756469,2.34520787991172,1.6431676725155,0.894427190999916,0.595238095238095,right,0.3333333,15.75,0.252398929817018,3.5,2.25,2.75,26.5,23,0.553571428571429,2024-10-15,0.684782608695652,2
2024-10-18,Kris Murray,1631200,22.5,15,Forward,10,0,2,1,0.428571428571429,6.42666666666667,0,0.428571428571429,0.20597021058038,9.75,0.160705692301831,2,3.5,1.25,24.5,20,,,,,,,,,,,,,,,,0.421031746031746,right,0.2,,,,,,,,0.521031746031746,2024-10-16,,1
2024-10-18,Kyle Anderson,203937,16.25,18,Forward-Guard,3,5,2,1,0,6.98412698412698,5.32851858375903,0.666666666666667,0.0728038507821901,5.25,0.118011551942089,2.5,3,1.25,18.5,17,10,2,5,1,23,13,4,2,2,0,3.64691650576209,3.27108544675923,1.6431676725155,0.836660026534076,0.836660026534076,0.541666666666667,right,0,5.25,0.137277668382029,2.25,3.5,1.25,17.5,16.5,0.398809523809524,2024-10-15,0.318181818181818,2
2024-10-18,Kyle Kuzma,1628398,22.75,16,Forward,12,3,3,1,0.363636363636364,12.1621621621622,4.12844036697248,0.363636363636364,0.371757925072046,11,0.295584771764353,3,4.5,1.25,18,22,22,2,4,1,29,4,6,3,3,0,10.5971694333912,8.16700679563817,1.14017542509914,1.51657508881031,1.22474487139159,0.356534090909091,right,0.25,8.5,0.254870659351666,2.5,5,1,14,24,0.455798796791444,2024-10-14,0.354166666666667,3
2024-10-18,Kyle Lowry,200768,12.75,19,Guard,2,2,3,0,0.5,8.06270996640538,3.15789473684211,0.5,0.176689201146781,3,0.183540459280335,3.5,2.25,0.25,12.5,6,,,,,,,,,,,,,,,,0.720238095238095,right,0.5,,,,,,,,0.595238095238095,2024-10-14,,3
2024-10-18,Lauri Markkanen,1628374,25,16,Forward-Center,5,1,4,1,0.222222222222222,11.95,2.18045798740991,0.555555555555556,0.305434595524957,17.25,0.294724485204678,0.75,4.75,2,22.75,8,26,5,1,0,40,8,7,3,4,0,11.5542200082913,7.98749021908634,0.547722557505166,1.51657508881031,1.6431676725155,0.479084967320261,right,0.2941176,19.25,0.291839152158959,0.5,4.5,2,25.5,24.75,0.49766081871345,2024-10-15,0.777777777777778,2
2024-10-18,Lester Quinones,1631311,12.25,11,Guard,6,2,3,1,0.666666666666667,13.926499032882,5.60747663551402,0.666666666666667,0.284648774225102,5.5,0.246141675827774,0.75,2.25,1.25,12,15,9,2,2,0,25,-2,3,0,3,0,9.81325634027768,2.58843582110896,0.894427190999916,1.34164078649987,1.09544511501033,,,,5.75,0.231776239435902,0.25,2.25,1.25,12,13.75,0.75,2024-10-16,0.418181818181818,1
