game_date,player_name,player_id,rolling_mins,min,pos,pts,ast,reb,fg3m,ftr,reb_rate,ast_rate,fg3_rate,usage_percentage,rolling_pts,rolling_usg,rolling_ast,rolling_reb,rolling_fg3m,rolling_dfs,fan_pts,rolling_max_pts,rolling_min_pts,rolling_max_ast,rolling_min_ast,rolling_max_dfs,rolling_min_dfs,rolling_max_reb,rolling_min_reb,rolling_max_fg3m,rolling_min_fg3m,rolling_sd_dfs,rolling_sd_pts,rolling_sd_ast,rolling_sd_reb,rolling_sd_fg3m,rolling_fg3_rate,rolling_max_fg3_rate,rolling_min_fg3_rate,current_pts,current_usg,current_ast,current_reb,current_3s,current_dfs,current_mins,current_fg3_rate,prev_game_date,ppm,days_rest
2024-10-26,Jaylen Brown,1627759,30.5,38,Guard-Forward,24,5,10,3,0.416666666666667,15.5295646523717,3.4471816765707,0.375,0.337809187279152,23.25,0.347753637325985,2.5,6.25,2.75,39,43,27,18,5,1,59,13,10,0,5,0,16.5770926280817,3.70135110466435,1.78885438199983,3.84707681233427,1.94935886896179,,,,21.75,0.340556101555424,2.25,5.75,2.25,37.5,26.75,0.346381578947368,2024-10-24,0.813084112149533,1
2024-10-26,Jayson Tatum,1628369,32.25,38,Forward-Guard,37,2,4,6,0.346153846153846,6.21182586094867,1.43837265286471,0.5,0.344031988097452,30.75,0.331780229574614,6,6.5,5.5,64.75,58,37,16,10,2,86,51,11,4,8,3,13.729530217746,9.09395403551173,2.82842712474619,3.27108544675923,2.12132034355964,,,,25.5,0.312067597264588,7,8,4.75,63,28.5,0.540277777777778,2024-10-24,0.894736842105263,1
2024-10-26,Jeremy Sochan,1631110,28.75,36,Forward,17,3,12,0,0.142857142857143,19.3574297188755,2.17954901724346,0.0714285714285714,0.221005662235352,17,0.249639304479047,1.75,9.25,0.25,39.25,48,18,12,3,1,48,26,12,3,1,0,9.26282894152753,2.54950975679639,0.836660026534076,3.67423461417477,0.447213595499958,,,,15.75,0.236328701641058,1.5,7,0.25,34.75,24.75,0.0764695830485304,2024-10-24,0.636363636363636,1
2024-10-26,Jett Howard,1641724,8.25,11,Guard,11,0,2,3,0,10.5147864184009,0,0.833333333333333,0.221279734464319,6.25,0.287635304263553,0.5,0.75,1.75,10.75,20,19,0,3,0,34,-1,2,0,3,0,13.7586336530922,7.49666592559653,1.4142135623731,0.894427190999916,1.4142135623731,,,,8.25,0.280219889597911,1.25,0.25,1.75,14.25,12.5,0.875,2024-10-25,0.66,0
2024-10-26,Jevon Carter,1628975,8.5,4,Guard,0,1,0,0,0,0,7.4375,1,0.0932017543859649,4.25,0.195565886860734,0.5,0.25,0.5,8.25,4,9,0,2,0,13,4,2,0,1,0,3.83405790253616,3.63318042491699,0.836660026534076,0.894427190999916,0.547722557505166,,,,4.75,0.199062421782528,0.75,0.75,0.5,9.25,11,,2024-10-18,0.431818181818182,7
2024-10-26,Jimmy Butler,202710,26,36,Forward,26,8,8,1,1.13333333333333,12.0848938826467,5.64332769777881,0.2,0.283574879227053,16.25,0.22851861343667,4.25,5.25,0.75,41.5,59,26,3,8,1,59,7,8,1,2,0,22.0295256417382,10.8258948821795,2.77488738510232,2.50998007960223,0.894427190999916,,,,10.75,0.188350212635951,2.75,3.5,0.5,28.5,21,0.180681818181818,2024-10-23,0.511904761904762,2
2024-10-26,Jock Landale,1629111,12,13,Center,13,0,2,0,0.571428571428571,8.89712696941613,0,0,0.290764251929301,5,0.14097491511911,0.75,3.25,0.25,12.25,19,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-25,,0
2024-10-26,Joe Ingles,204060,7,5,Forward-Guard,0,4,1,0,,10.9885057471264,19.6102564102564,,0,0.75,0.0419020685340733,2.25,1,0.25,7.5,10,6,0,4,1,18,1,3,0,2,0,8.01872807869178,2.68328157299975,1.30384048104053,1.51657508881031,0.894427190999916,,,,2.25,0.0673516783067234,1.75,1.5,0.75,9.5,9.75,,2024-10-24,0.230769230769231,1
2024-10-26,Johnny Davis,1631098,12.75,6,Guard,2,1,1,0,0,8.47517730496454,4.50009414422896,0,0.19107771026543,4.5,0.158290192647955,1.75,1.25,0,10.75,5,14,0,5,0,37,-1,2,0,0,0,15.9122594247329,5.89915248150105,2.07364413533277,1,0,,,,4,0.145548318135882,1.5,1,0,9.75,12.75,,2024-10-24,0.313725490196078,1
2024-10-26,Jordan McLaughlin,1629162,17,3,Guard,0,0,0,0,,0,0,,0,5.5,0.134783198335319,3,2.25,0.75,18.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-17,,8
2024-10-26,Jordan Poole,1629673,24,23,Guard,14,6,1,4,0.222222222222222,2.2109158186864,7.05743392883508,0.777777777777778,0.180776129364163,17.25,0.242871621785013,4,1.5,3.5,35.25,38,26,3,6,1,50,7,3,1,6,0,16.2573060498965,8.20365772079748,2.07364413533277,0.894427190999916,2.38746727726266,,,,14.5,0.244869256377109,3,1.75,2.5,27.5,23.75,0.598856209150327,2024-10-24,0.610526315789474,1
2024-10-26,Josh Giddey,1630581,26.75,26,Guard,14,4,7,2,0,11.1438127090301,4.91430931240966,0.428571428571429,0.258097165991903,12.25,0.231477157060439,6.25,5.25,1.25,30,28,17,4,9,3,48,20,7,3,3,0,10.7796103825695,4.91934955049954,2.82842712474619,1.78885438199983,1.14017542509914,,,,11.75,0.219803742755446,6.5,4.25,1.5,30.25,25.75,0.27987012987013,2024-10-25,0.456310679611651,0
2024-10-26,Jrue Holiday,201950,26.25,35,Guard,7,4,3,2,0.4,5.05820105820106,2.91712437446601,0.6,0.107133770822817,10.25,0.141016830222032,2.5,2.75,1.75,22.25,18,18,7,4,1,46,7,4,2,4,0,14.525839046334,4.77493455452533,1.6431676725155,0.836660026534076,1.51657508881031,,,,10.25,0.14612182051873,1.75,2.75,1.5,24.25,21.75,0.525,2024-10-24,0.471264367816092,1
2024-10-26,Julian Champagnie,1630577,22.5,25,Forward,12,0,6,2,0.25,13.9373493975904,0,0.5,0.19365435745938,10.75,0.194895113600415,0.75,5.25,2.25,25.25,22,18,5,3,0,47,14,7,3,4,1,13.1263094584883,5.22494019104525,1.34164078649987,1.78885438199983,1.34164078649987,,,,11.5,0.192695636399005,0.75,4.5,2.75,27.5,21.5,0.720238095238095,2024-10-24,0.534883720930233,1
2024-10-26,Julian Phillips,1641763,13.5,14,Forward,9,0,1,2,0.166666666666667,2.95652173913043,0,0.833333333333333,0.171491228070175,4,0.123069730016155,0.25,1,0.75,8.5,16,10,2,1,0,16,1,2,0,2,0,6.30079360080935,3.96232255123179,0.447213595499958,0.836660026534076,1,,,,4.25,0.163353897602954,0.25,1.25,0.75,8.25,12.75,0.666666666666667,2024-10-25,0.333333333333333,0
2024-10-26,Julian Strawther,1631124,22.5,16,Guard,8,3,2,2,0,7.40740740740741,5.42168674698795,0.4,0.167348456675344,14.75,0.221586432957954,2.5,1.75,2.25,24.25,25,33,6,4,1,47,9,4,0,5,0,15.7543644746464,11.1130553854464,1.30384048104053,1.48323969741913,1.8165902124585,,,,18,0.24222465716948,2.75,2.25,2.5,27.75,26,0.503846153846154,2024-10-24,0.692307692307692,1
2024-10-26,Julius Randle,203944,32.25,35,Forward-Center,24,5,9,1,0.4375,14.128078817734,3.73741164696316,0.25,0.293379427720455,22,0.247883801646076,4.5,7.25,1.75,43.75,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-24,,1
2024-10-26,Keegan Murray,1631099,37,39,Forward,14,1,4,2,0.181818181818182,6.39360639360639,0.562390158172232,0.636363636363636,0.140285908781484,17.25,0.175523313785997,1.75,6.75,3.25,39.75,35,23,10,3,1,53,22,11,3,5,0,11.3004424692133,5.89067059000926,0.894427190999916,3.16227766016838,2.30217288664427,,,,16.25,0.182714743436866,1.75,6.5,2.75,36.5,34,0.571301247771836,2024-10-24,0.477941176470588,1
2024-10-26,Keldon Johnson,1629640,24.25,29,Forward-Guard,16,0,8,1,0.545454545454545,16.0199418363108,0,0.272727272727273,0.2092930270463,14.5,0.231948747215166,1.25,5.25,0.75,30,34,20,7,2,0,44,13,8,3,1,0,13.2928552237659,5.54075807087803,0.836660026534076,1.92353840616713,0.547722557505166,,,,12.5,0.21607322403361,1.5,4,0.5,25,22.75,0.290151515151515,2024-10-24,0.54945054945055,1
2024-10-26,Kentavious Caldwell-Pope,203484,23.25,28,Guard,3,1,2,0,0.166666666666667,4.13080895008606,0.935307872174591,0.666666666666667,0.107794842074761,4.75,0.141128057373408,2,1.5,0.75,15.25,12,10,2,3,0,29,5,2,1,2,0,9.23038460737146,3.27108544675923,1.14017542509914,0.547722557505166,0.894427190999916,,,,4.5,0.14515939621712,1.75,1.5,0.75,13.5,20.5,0.745238095238095,2024-10-25,0.219512195121951,0
2024-10-26,Kevin Durant,201142,37.75,39,Forward,31,2,9,4,0.428571428571429,11.8610421836228,1.46132681137267,0.380952380952381,0.296585020746095,26.25,0.271836566677814,4,7,2.25,50.25,58,31,18,8,0,58,27,9,2,4,1,13.3902949930164,6.02494813255683,3.286335345031,2.91547594742265,1.09544511501033,,,,23,0.270146539529579,4,5.25,1.75,42.5,34,0.287885154061625,2024-10-25,0.676470588235294,0
2024-10-26,Kevin Huerter,1628989,,26,Guard-Forward,14,1,2,4,0,4.7952047952048,0.855614973262032,0.777777777777778,0.163376446562287,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-24,,1
2024-10-26,Klay Thompson,202691,24.25,33,Guard,19,1,3,5,0,4.67253176930596,0.828365451268543,0.75,0.226076408595689,13,0.251966471281834,1.25,4.75,3.5,26,31,22,0,3,1,54,-6,7,0,6,0,21.9704346793594,8.61974477580398,0.894427190999916,2.77488738510232,2.30217288664427,,,,10.75,0.253855273681756,1.75,4,3,22,20.5,0.722231934731935,2024-10-24,0.524390243902439,1
2024-10-26,Kris Dunn,1627739,18.25,18,Guard,11,1,6,3,0,19.917695473251,1.42085486143729,0.833333333333333,0.175514940527995,6.25,0.118281727616402,1,3.5,1.25,19.25,28,11,0,2,0,28,2,6,2,3,0,10.2567051239665,4.24264068711929,0.836660026534076,1.78885438199983,1.09544511501033,,,,4.75,0.106557162428492,1.25,2.5,0.75,17.75,18,0.683333333333333,2024-10-23,0.263888888888889,2
2024-10-26,Kyle Kuzma,1628398,22.75,24,Forward,14,3,8,0,0.625,16.9503546099291,3.3375226923614,0.25,0.34075524997335,11.25,0.312087663227965,2.75,4.75,0.25,19.75,22,22,7,4,1,29,17,8,2,3,0,4.72228758124704,5.45893762558247,1.09544511501033,2.44948974278318,1.30384048104053,,,,13.25,0.327933881544544,2.75,4.25,1,21.5,23.5,0.344034090909091,2024-10-24,0.563829787234043,1
2024-10-26,Kyrie Irving,202681,25,38,Guard,22,5,2,2,0.0909090909090909,2.70514997170345,3.62132185823813,0.227272727272727,0.275785221408276,15.75,0.266542078074579,2.5,2.75,1.75,32,41,,,,,,,,,,,,,,,,,,,,,,,,,,0.374045072574484,2024-10-24,,1
2024-10-26,LaMelo Ball,1630163,29,36,Guard,27,7,8,2,0.363636363636364,12.0349563046192,5.1228325893535,0.454545454545455,0.354589455821667,24.5,0.317209657538387,6.5,5.5,4,45.5,47,34,3,11,4,78,11,8,1,9,1,24.3618554301597,13.5757136092362,2.88097205817759,3.27108544675923,3.08220700148449,,,,21.25,0.311340364568589,6.5,4,4.5,42,26.5,,2024-10-25,0.80188679245283,0
2024-10-26,LeBron James,2544,31,33,Forward,32,10,14,4,0.181818181818182,26.4462809917355,6.5359477124183,0.409090909090909,0.344132340183673,18.75,0.26024379731068,6.5,6.25,1.75,41,79,32,6,10,3,79,9,14,2,4,0,26.2830744015992,9.98498873309329,3.03315017762062,4.60434577328854,1.48323969741913,,,,13.5,0.262508674465163,4.75,4.25,1.25,27,26.5,0.350212287712288,2024-10-25,0.509433962264151,0
2024-10-26,Lonzo Ball,1628366,14.5,15,Guard,3,1,5,1,0,13.7971014492754,2.02346539704132,0.833333333333333,0.198830409356725,7.25,0.193019798496338,2.25,2.75,1.75,17.75,8,,,,,,,,,,,,,,,,,,,,,,,,,,0.840277777777778,2024-10-23,,2
2024-10-26,Luguentz Dort,1629652,22.5,24,Guard,7,1,2,1,0.4,3.47826086956522,0.904977375565611,0.6,0.109379968203498,5.5,0.133097239411551,1.25,2.5,0.25,14.5,11,7,4,2,0,23,9,5,1,1,0,5.97494769851586,1.14017542509914,0.836660026534076,1.51657508881031,0.547722557505166,,,,5,0.117463095864882,1.25,2.5,0.25,17.5,21,0.519047619047619,2024-10-24,0.238095238095238,1
2024-10-26,Luke Kornet,1628436,18.75,19,Center-Forward,0,3,4,0,0,12.4236517218973,3.97229916897507,0,0.0666728659103589,4.5,0.0805393080187138,1.5,4.25,0,19.5,15,15,0,3,1,42,15,8,3,0,0,11.5758369027902,5.89915248150105,0.894427190999916,2,0,,,,8.25,0.127312997229019,1.25,5.25,0,26.25,18.25,,2024-10-24,0.452054794520548,1
2024-10-26,Malaki Branham,1631103,13.5,13,Forward,7,2,3,0,0.2,13.401297497683,4.03279785809906,0,0.254664242699693,11,0.346208569394638,1.75,2,0.5,19.75,20,15,7,3,0,30,13,3,0,2,0,6.76017751246223,4,1.14017542509914,1.51657508881031,0.836660026534076,,,,12,0.360306131557728,1.5,1.25,1,18.5,15,0.341964285714286,2024-10-24,0.8,1
2024-10-26,Malik Beasley,1627736,21.5,20,Guard,17,0,3,5,0.2,8.88888888888889,0,0.8,0.255300859598854,12.5,0.247341586823447,0.75,2.75,3,19.25,26,17,2,1,0,26,6,4,1,5,0,9.78774744259372,6.18869937870632,0.447213595499958,1.34164078649987,1.8165902124585,,,,8.75,0.218191743704655,1,2.25,1.75,14.25,22.75,0.597581585081585,2024-10-25,0.384615384615385,0
2024-10-26,Malik Monk,1628370,25.5,27,Guard,14,5,3,2,0,6.92640692640693,4.14722654224987,0.5,0.220255653883972,11,0.227224230443783,3,2.5,1,21.5,33,17,5,5,0,33,9,4,1,2,0,10.4067285925982,4.82700735445887,2.30217288664427,1.30384048104053,0.707106781186548,,,,10.75,0.279262833854312,1.75,2,0.75,17.5,21,0.534722222222222,2024-10-24,0.511904761904762,1
2024-10-26,Marcus Smart,203935,22.5,21,Guard,9,3,0,1,0,0,3.11826101958078,0.375,0.200352487363661,8,0.175563494506577,2.75,1.75,1,16.5,21,11,4,5,0,21,8,5,0,1,0,5.54075807087803,2.86356421265527,1.92353840616713,1.94935886896179,0.447213595499958,,,,6.75,0.15902502172791,2,2,0.75,13.25,21,0.474431818181818,2024-10-25,0.321428571428571,0
2024-10-26,Marvin Bagley III,1628963,14.75,9,Forward,9,0,6,0,1,33.9007092198582,0,0.4,0.390647763209324,8.5,0.288907790580946,1.5,6.75,0.5,23,19,10,2,4,0,27,6,8,2,1,0,8.59069263796581,3.11448230047949,1.51657508881031,2.28035085019828,0.547722557505166,,,,6.75,0.245962417955459,1.75,5.75,0.5,19.75,14.75,0.177380952380952,2024-10-24,0.457627118644068,1
2024-10-26,Mason Plumlee,203486,14.25,9,Forward-Center,3,1,1,0,2,5.71087216248507,3.04032565831319,0,0.0930731626481067,5.25,0.10793173034494,1,4.5,0,19,7,8,3,2,0,29,7,8,1,0,0,8.60232526704263,2,0.836660026534076,3.24037034920393,0,,,,5.5,0.129331052647191,1.25,6,0,22,15.75,,2024-10-25,0.349206349206349,0
2024-10-26,Max Christie,1631108,15,17,Guard,2,4,0,0,0,0,4.76190476190476,0.5,0.139364729109808,3.5,0.112730739604618,1.25,2.25,0.5,10.25,10,7,0,4,0,19,3,4,0,1,0,6.36396103067893,2.58843582110896,1.73205080756888,1.48323969741913,0.547722557505166,,,,3,0.0972460611124377,0.25,2.75,0.5,8.75,14.75,0.6875,2024-10-25,0.203389830508475,0
2024-10-26,Maxi Kleber,1628467,,15,Forward,2,2,1,0,0,3.42652329749104,3.50542681138164,0.5,0.0585138939894724,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-24,,1
2024-10-26,Michael Porter Jr.,1629008,29,37,Forward,9,3,9,0,0.0769230769230769,14.4144144144144,2.29189877447079,0.461538461538462,0.174163006442664,13.75,0.217306473309979,1.5,7.75,1.25,31.75,32,21,9,3,0,44,30,9,3,3,0,5.58569601750758,4.26614580154031,1.14017542509914,2.38746727726266,1.34164078649987,,,,16.75,0.231320436083346,1,6.25,2,34.75,26,0.373554550025138,2024-10-24,0.644230769230769,1
2024-10-26,Mike Conley,201144,22.25,25,Guard,10,6,3,2,0.444444444444444,6.59310344827586,6.00075323262334,0.666666666666667,0.209280714817573,6,0.18333537644358,3.5,3,1.25,18.5,38,10,3,6,2,38,9,4,1,2,0,12.4378454725889,2.58843582110896,1.78885438199983,1.14017542509914,0.836660026534076,,,,4.75,0.169167426715884,2.5,2.5,1,11.5,19.5,,2024-10-24,0.243589743589744,1
2024-10-26,Miles Bridges,1628970,27.75,34,Forward,16,2,9,2,0.285714285714286,14.33575677462,1.52031289427202,0.428571428571429,0.218478061130735,14,0.19766450661399,1.75,6.5,1.5,30.75,35,27,3,3,0,42,10,9,2,3,0,13.0499042142079,8.90505474435727,1.14017542509914,3.286335345031,1.14017542509914,,,,12.75,0.225852187529542,1.5,4.75,1.25,24.5,23.75,,2024-10-25,0.536842105263158,0
2024-10-26,Moritz Wagner,1629021,13,12,Forward-Center,9,0,3,1,0,14.4578313253012,0,0.375,0.270453008789723,8.5,0.217584457102599,1,3.5,0.75,19.25,19,18,0,2,0,30,0,6,1,1,0,12.1983605455815,6.87749954561976,1,1.87082869338697,0.547722557505166,,,,7,0.197517624003311,1.25,3,0.5,14.5,13.25,0.39375,2024-10-25,0.528301886792453,0
2024-10-26,Naji Marshall,1630230,19.5,15,Forward,2,3,2,0,0,6.85304659498208,5.25814021707246,0.4,0.146284734973681,4.75,0.158006606885697,2.75,2.5,0.5,13.75,12,9,2,3,1,22,6,6,1,1,0,6.22093240599832,3,0.894427190999916,1.92353840616713,0.547722557505166,,,,5.75,0.16801986523184,2.25,3.5,0.5,15.5,20.25,0.358333333333333,2024-10-24,0.283950617283951,1
2024-10-26,Naz Reid,1629675,23.75,21,Center-Forward,10,1,4,0,0.571428571428571,10.4652435686918,1.20963660289503,0.285714285714286,0.185586639719179,14,0.226341362833383,1.5,7,2,30,22,19,10,4,1,53,20,13,4,4,0,14.6047937335657,4.06201920231798,1.4142135623731,3.91152144312159,1.48323969741913,,,,16.25,0.253143901176793,2.25,7,2.75,35.25,24.25,,2024-10-24,0.670103092783505,1
2024-10-26,Nick Richards,1630208,24.75,34,Center,12,1,12,0,0.375,19.1143423661599,0.754421662231961,0.125,0.151556853216816,10,0.158039346853675,1,9.5,0,34.75,45,12,6,2,0,45,19,13,3,0,0,10.9909053312273,2.60768096208106,0.836660026534076,4.32434966208793,0,,,,9,0.146569039591019,0.75,7.25,0,28.25,20.75,,2024-10-25,0.433734939759036,0
2024-10-26,Nickeil Alexander-Walker,1629638,20.75,16,Guard,4,4,1,1,1,3.43390804597701,6.22355315409153,0.5,0.0800819061801936,8.75,0.139600196745619,2,3,2.25,19.25,14,14,4,4,0,25,8,5,1,3,0,6.51920240520265,3.76828873628335,1.67332005306815,2,1.30384048104053,,,,9.25,0.16992367553265,1,3.5,2,17.75,22.25,,2024-10-24,0.415730337078652,1
2024-10-26,Nicolas Batum,201587,18.5,21,Guard-Forward,1,3,4,0,Inf,11.3815402704292,3.45714285714286,,0.018912630326282,0.75,0.0496417115458418,2.25,2.75,0,12.5,17,2,0,3,0,19,5,4,2,0,0,5.72712842531054,1,1.30384048104053,0.836660026534076,0,,,,1,0.0584270674777848,1.5,2.5,0,11.25,15.25,,2024-10-23,0.0655737704918033,2
2024-10-26,Norman Powell,1626181,26.5,33,Guard,37,0,3,7,0.142857142857143,5.4320987654321,0,0.523809523809524,0.305259231629989,19.25,0.268219743666004,2,2.75,2.5,29.75,59,37,10,4,0,59,14,4,1,7,1,17.8801565988668,11.3269589917153,1.6431676725155,1.14017542509914,2.60768096208106,,,,12.5,0.235377373522915,2.25,2.5,1.25,20,22.5,0.481994047619048,2024-10-23,0.555555555555556,2
2024-10-26,Ochai Agbaji,1630534,25.75,30,Guard,19,2,2,3,0.0833333333333333,3.69348659003831,1.67233363402956,0.416666666666667,0.228254407189768,12.5,0.17133834311522,1.5,5.5,1,30.5,31,19,3,3,1,35,23,8,2,3,0,4.69041575982343,6.22093240599832,0.836660026534076,2.19089023002066,1.22474487139159,,,,11.75,0.156627837237018,1.75,6.25,0.5,31,26,0.236111111111111,2024-10-25,0.451923076923077,0
2024-10-26,Olivier-Maxence Prosper,1641765,7,1,Forward,0,0,0,0,,0,0,,0,4,0.101789144048156,0.5,1,0.25,7.5,0,10,0,1,0,25,0,10,0,1,0,10.9316055545377,4.86826457785524,0.547722557505166,4.20713679359253,0.547722557505166,,,,6.5,0.141515977911337,0.75,3.5,0.5,13.75,15,,2024-10-24,0.433333333333333,1
2024-10-26,Ousmane Dieng,1631172,19.75,20,Forward,6,1,6,0,0.428571428571429,12.5217391304348,1.08991825613079,0.571428571428571,0.158728139904611,9.25,0.17061974665554,2,5,1.25,24.75,19,20,6,8,0,59,17,10,3,3,0,16.7868996541946,6.06630035524124,3.27108544675923,3.08220700148449,1.14017542509914,,,,12.75,0.194821078147247,3.75,6,2,34.75,23.75,0.696428571428571,2024-10-24,0.536842105263158,1
2024-10-26,P.J. Washington,1629023,25.25,35,Forward,5,0,6,1,0,8.8110599078341,0,0.5,0.137925607260899,8,0.190110914265143,0.75,5.25,1,21.25,16,,,,,,,,,,,,,,,,,,,,,,,,,,0.458333333333333,2024-10-24,,1
2024-10-26,Paolo Banchero,1631094,32,36,Forward,16,3,7,1,1.08333333333333,11.2449799196787,2.22634508348794,0.333333333333333,0.233491097588461,21.25,0.280015845503291,4.5,7.5,1.75,44.25,24,33,6,9,3,70,24,11,6,4,0,17.9359973238178,9.88433103452125,2.82842712474619,2.16794833886788,1.51657508881031,,,,18.75,0.277294642079392,5.5,7.25,1.5,45.5,27.25,0.291666666666667,2024-10-25,0.688073394495413,0
2024-10-26,Patrick Baldwin Jr.,1631116,12.25,5,Forward,2,0,2,0,0,20.3404255319149,0,0,0.152862168212344,6,0.216074004231351,0.25,2.25,1,13.25,9,8,2,1,0,15,9,3,1,2,0,2.60768096208106,2.38746727726266,0.547722557505166,0.707106781186548,0.836660026534076,,,,6.75,0.211835188640922,0.5,2,1,14.75,14,,2024-10-24,0.482142857142857,1
2024-10-26,Patrick Williams,1630172,26.5,26,Forward,3,2,8,1,0,12.7357859531773,2.31494990759654,0.5,0.129048582995951,8,0.147747296979061,2.5,5.5,1.5,25.25,19,13,3,3,1,35,14,8,3,2,1,8.97217922246318,4.20713679359253,0.836660026534076,1.8165902124585,0.547722557505166,,,,10.25,0.159418372733388,2.25,5,1.75,26.5,26.5,0.483766233766234,2024-10-25,0.386792452830189,0
2024-10-26,Payton Pritchard,1630202,24.75,19,Guard,19,0,2,5,0.5,6.21182586094867,0,0.875,0.216909057095034,13,0.191680388783354,2,2.5,4,25.75,33,19,3,9,0,53,10,5,1,5,1,15.6588633048507,6.57267069006199,3.43511280746353,1.58113883008419,1.78885438199983,,,,13,0.194874464635333,4.25,3.25,4,30.75,25.75,0.885308441558442,2024-10-24,0.504854368932039,1
2024-10-26,Peyton Watson,1631212,,11,Guard,1,0,0,0,0.666666666666667,0,0,0.333333333333333,0.157408972581899,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-24,,1
2024-10-26,Quentin Grimes,1629656,16,5,Guard,0,0,2,0,,20.5591397849462,0,,0,5.75,0.160742164419492,1.5,4,0.75,14.25,4,20,0,4,0,33,-2,10,0,3,0,13.9821314541096,8.26438140455776,1.67332005306815,3.76828873628335,1.30384048104053,,,,7,0.205080148641793,1.75,4.25,1,16.5,17.75,,2024-10-24,0.394366197183099,1
2024-10-26,Royce O'Neale,1626220,24,26,Forward,7,4,9,1,0.333333333333333,17.7915632754342,4.17066573597417,0.833333333333333,0.117902827969942,6.5,0.144711469029686,3.25,6.5,0.75,25.75,35,17,5,4,1,42,17,9,4,3,0,9.97496867163,4.77493455452533,1.34164078649987,2.34520787991172,1.09544511501033,,,,9,0.191095315700161,3.25,5.25,1.25,27.5,22,0.619444444444445,2024-10-25,0.409090909090909,0
2024-10-26,Rudy Gobert,203497,33.5,38,Center,15,1,12,0,0.5,17.3502722323049,0.671046720575022,0,0.125976799780538,11,0.120133447966348,1,13.5,0,45,57,15,3,3,0,57,26,17,10,0,0,13.8311243216161,4.77493455452533,1.14017542509914,2.77488738510232,0,,,,9.5,0.127758933900316,1.5,13,0,37.75,31,,2024-10-24,0.306451612903226,1
2024-10-26,Rui Hachimura,1629060,34.5,37,Forward,18,3,9,2,0.461538461538462,15.1632151632152,1.66666666666667,0.153846153846154,0.177583308876497,16.25,0.199897314897638,1.75,7.5,1.5,35.5,39,18,14,3,1,39,28,9,5,2,1,4.63680924774785,2.04939015319192,0.894427190999916,2,0.547722557505166,,,,15.25,0.207112813786128,1.25,6.5,1.5,34,31,0.23489010989011,2024-10-25,0.491935483870968,0
2024-10-26,Russell Westbrook,201566,20,19,Guard,2,2,1,0,0.25,3.11890838206628,2.88721804511278,0.375,0.208569023898534,7.5,0.256653353327959,4.5,2,0.75,17.5,9,13,2,8,2,30,9,5,0,3,0,7.90569415042095,4.50555213042752,2.16794833886788,2.07364413533277,1.09544511501033,,,,10,0.280358914615955,6,2.75,1.5,22.75,19.75,0.315178571428571,2024-10-24,0.506329113924051,1
2024-10-26,Sam Merrill,1630241,16.75,19,Guard,11,1,2,3,0.25,5.35274356103024,1.10607182524991,0.875,0.208944182918628,6,0.156116993327924,1.5,1.25,1.5,11.75,19,11,0,2,0,19,5,2,0,3,0,5.89915248150105,3.93700393700591,0.836660026534076,0.894427190999916,1.14017542509914,,,,4.75,0.166324658195685,1.25,1.25,1,8.25,15,0.90625,2024-10-25,0.316666666666667,0
2024-10-26,Santi Aldama,1630583,25.75,27,Forward-Center,22,5,7,4,0,15.0557786702365,4.17229320314394,0.5,0.218161597351541,17.5,0.193248522523403,3,6,3.5,40.5,55,27,2,5,1,55,15,7,3,5,0,17.8409640995099,10.7098085883922,1.51657508881031,1.67332005306815,2.16794833886788,,,,13.5,0.171152161306085,2,5,3,30.5,23.5,0.502403846153846,2024-10-25,0.574468085106383,0
2024-10-26,Scottie Barnes,1630567,30.75,36,Forward-Guard,20,6,8,1,0.105263157894737,12.3116219667944,4.16342748553166,0.210526315789474,0.299433498482928,19.25,0.257502940822027,4.5,6.25,1,39.5,38,27,9,10,3,65,18,9,5,5,0,17.7285081154619,7.16240183178799,2.70185121722126,1.6431676725155,2.16794833886788,,,,20.75,0.261522558397857,5.5,6.5,2,46.25,29,0.173274094326726,2024-10-25,0.71551724137931,0
2024-10-26,Seth Curry,203552,24,29,Guard,15,2,4,3,0,7.46997287872918,1.79656342017966,0.5,0.173072089432549,9.75,0.126500793841249,2,3,2.5,24.75,30,15,7,3,1,30,15,5,1,3,2,6.49615270756469,3.20936130717624,0.707106781186548,1.58113883008419,0.547722557505166,,,,8,0.121703013619342,2,2.75,2.25,22.25,22,,2024-10-25,0.363636363636364,0
2024-10-26,Shai Gilgeous-Alexander,1628983,25.75,29,Guard,23,2,8,2,0.142857142857143,11.5142428785607,1.57557853274249,0.428571428571429,0.306825283701552,19,0.261584604319203,4,5.5,2.25,46.75,52,28,6,8,1,68,26,8,2,3,2,16.5378354085412,8.34865258589672,2.88097205817759,2.58843582110896,0.447213595499958,,,,17,0.251161685927617,5,4,2.25,42,23,0.440476190476191,2024-10-24,0.739130434782609,1
