,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
54,22024,1610612759,SAS,San Antonio Spurs,0022400094,2024-10-26,SAS vs. HOU,W,241,109,39,79,0.494,8,20,0.4,23,28,0.821,10,39,49,23,6,7,17,18,3.0
55,22024,1610612758,SAC,Sacramento Kings,0022400096,2024-10-26,SAC @ LAL,L,240,127,45,88,0.511,15,44,0.341,22,25,0.88,5,27,32,32,12,5,14,19,-4.0
56,22024,1610612755,PHI,Philadelphia 76ers,0022400078,2024-10-25,PHI @ TOR,L,238,107,29,76,0.382,9,29,0.31,40,53,0.755,10,18,28,19,11,5,16,32,-8.0
57,22024,1610612761,TOR,Toronto Raptors,0022400078,2024-10-25,TOR vs. PHI,W,239,115,35,76,0.461,6,23,0.261,39,46,0.848,18,36,54,25,11,13,26,34,8.0
58,22024,1610612739,CLE,Cleveland Cavaliers,0022400080,2024-10-25,CLE vs. DET,W,240,113,42,82,0.512,13,34,0.382,16,23,0.696,5,34,39,28,13,4,12,15,12.0
59,22024,1610612744,GSW,Golden State Warriors,0022400084,2024-10-25,GSW @ UTA,W,241,127,51,106,0.481,20,50,0.4,5,6,0.833,19,41,60,35,15,6,13,25,41.0
60,22024,1610612766,CHA,Charlotte Hornets,0022400079,2024-10-25,CHA @ ATL,L,241,120,37,96,0.385,21,51,0.412,25,31,0.806,22,31,53,22,7,4,17,28,-5.0
61,22024,1610612745,HOU,Houston Rockets,0022400082,2024-10-25,HOU vs. MEM,W,240,128,43,98,0.439,17,43,0.395,25,36,0.694,23,41,64,20,10,4,17,32,20.0
62,22024,1610612751,BKN,Brooklyn Nets,0022400077,2024-10-25,BKN @ ORL,L,239,101,35,83,0.422,14,37,0.378,17,21,0.81,8,29,37,22,7,3,17,31,-15.0
63,22024,1610612762,UTA,Utah Jazz,0022400084,2024-10-25,UTA vs. GSW,L,242,86,29,92,0.315,9,42,0.214,19,26,0.731,14,31,45,18,8,5,22,11,-41.0
64,22024,1610612747,LAL,Los Angeles Lakers,0022400085,2024-10-25,LAL vs. PHX,W,240,123,40,75,0.533,14,27,0.519,29,39,0.744,6,31,37,33,10,5,12,18,7.0
65,22024,1610612740,NOP,New Orleans Pelicans,0022400086,2024-10-25,NOP @ POR,W,238,105,36,86,0.419,12,32,0.375,21,31,0.677,11,33,44,25,12,8,14,22,2.0
66,22024,1610612756,PHX,Phoenix Suns,0022400085,2024-10-25,PHX @ LAL,L,239,116,42,82,0.512,17,37,0.459,15,17,0.882,5,29,34,35,8,4,16,26,-7.0
67,22024,1610612737,ATL,Atlanta Hawks,0022400079,2024-10-25,ATL vs. CHA,W,240,125,39,81,0.481,14,38,0.368,33,38,0.868,7,32,39,25,11,9,13,28,5.0
68,22024,1610612765,DET,Detroit Pistons,0022400080,2024-10-25,DET @ CLE,L,238,101,38,81,0.469,13,32,0.406,12,17,0.706,8,34,42,25,3,5,22,22,-12.0
69,22024,1610612749,MIL,Milwaukee Bucks,0022400083,2024-10-25,MIL vs. CHI,L,241,122,46,93,0.495,13,40,0.325,17,25,0.68,8,39,47,24,5,3,14,14,-11.0
70,22024,1610612753,ORL,Orlando Magic,0022400077,2024-10-25,ORL vs. BKN,W,240,116,39,75,0.52,15,30,0.5,23,33,0.697,5,34,39,28,10,7,12,19,15.0
71,22024,1610612757,POR,Portland Trail Blazers,0022400086,2024-10-25,POR vs. NOP,L,240,103,37,90,0.411,13,37,0.351,16,20,0.8,10,38,48,26,7,11,19,22,-2.0
72,22024,1610612752,NYK,New York Knicks,0022400081,2024-10-25,NYK vs. IND,W,240,123,44,84,0.524,12,27,0.444,23,29,0.793,11,32,43,19,5,4,11,18,25.0
73,22024,1610612754,IND,Indiana Pacers,0022400081,2024-10-25,IND @ NYK,L,241,98,41,83,0.494,3,30,0.1,13,20,0.65,9,24,33,28,8,6,15,24,-25.0
74,22024,1610612763,MEM,Memphis Grizzlies,0022400082,2024-10-25,MEM @ HOU,L,240,108,38,91,0.418,10,28,0.357,22,36,0.611,14,29,43,24,8,8,17,25,-20.0
75,22024,1610612741,CHI,Chicago Bulls,0022400083,2024-10-25,CHI @ MIL,W,239,133,46,96,0.479,21,47,0.447,20,23,0.87,9,37,46,30,10,4,9,17,11.0
76,22024,1610612743,DEN,Denver Nuggets,0022400075,2024-10-24,DEN vs. OKC,L,241,87,35,98,0.357,7,38,0.184,10,14,0.714,17,40,57,29,11,7,15,12,-15.0
77,22024,1610612750,MIN,Minnesota Timberwolves,0022400076,2024-10-24,MIN @ SAC,W,240,117,41,86,0.477,20,50,0.4,15,17,0.882,6,36,42,24,3,2,16,24,2.0
78,22024,1610612742,DAL,Dallas Mavericks,0022400074,2024-10-24,DAL vs. SAS,W,240,120,42,102,0.412,19,44,0.432,17,23,0.739,17,33,50,27,9,5,9,21,11.0
79,22024,1610612764,WAS,Washington Wizards,0022400073,2024-10-24,WAS vs. BOS,L,240,102,41,95,0.432,7,36,0.194,13,18,0.722,10,30,40,27,9,6,13,19,-20.0
80,22024,1610612738,BOS,Boston Celtics,0022400073,2024-10-24,BOS @ WAS,W,240,122,42,90,0.467,17,45,0.378,21,27,0.778,12,37,49,21,7,3,14,19,20.0
81,22024,1610612759,SAS,San Antonio Spurs,0022400074,2024-10-24,SAS @ DAL,L,240,109,39,86,0.453,12,36,0.333,19,24,0.792,12,40,52,30,6,5,19,18,-11.0
82,22024,1610612760,OKC,Oklahoma City Thunder,0022400075,2024-10-24,OKC @ DEN,W,240,102,43,101,0.426,8,36,0.222,8,12,0.667,13,36,49,23,9,13,12,15,15.0
83,22024,1610612758,SAC,Sacramento Kings,0022400076,2024-10-24,SAC vs. MIN,L,241,115,38,82,0.463,11,29,0.379,28,35,0.8,4,34,38,21,7,2,9,18,-2.0
84,22024,1610612766,CHA,Charlotte Hornets,0022400068,2024-10-23,CHA @ HOU,W,241,110,38,85,0.447,15,39,0.385,19,24,0.792,15,41,56,20,6,10,16,21,5.0
85,22024,1610612744,GSW,Golden State Warriors,0022400072,2024-10-23,GSW @ POR,W,240,140,48,93,0.516,20,48,0.417,24,30,0.8,15,42,57,38,13,5,17,27,36.0
86,22024,1610612740,NOP,New Orleans Pelicans,0022400069,2024-10-23,NOP vs. CHI,W,241,123,45,97,0.464,14,37,0.378,19,21,0.905,7,35,42,29,15,10,11,17,12.0
87,22024,1610612746,LAC,LA Clippers,0022400071,2024-10-23,LAC vs. PHX,L,266,113,42,92,0.457,8,29,0.276,21,30,0.7,13,38,51,27,9,1,21,29,-3.0
88,22024,1610612756,PHX,Phoenix Suns,0022400071,2024-10-23,PHX @ LAC,W,264,116,38,78,0.487,15,38,0.395,25,34,0.735,4,38,42,25,12,9,22,23,3.0
89,22024,1610612753,ORL,Orlando Magic,0022400065,2024-10-23,ORL @ MIA,W,238,116,41,96,0.427,18,49,0.367,16,22,0.727,18,39,57,28,8,8,11,21,19.0
90,22024,1610612755,PHI,Philadelphia 76ers,0022400066,2024-10-23,PHI vs. MIL,L,240,109,41,98,0.418,8,31,0.258,19,27,0.704,17,32,49,18,4,2,10,28,-15.0
91,22024,1610612762,UTA,Utah Jazz,0022400070,2024-10-23,UTA vs. MEM,L,240,124,40,85,0.471,10,26,0.385,34,45,0.756,14,35,49,21,7,9,14,24,-2.0
92,22024,1610612761,TOR,Toronto Raptors,0022400067,2024-10-23,TOR vs. CLE,L,240,106,36,86,0.419,12,31,0.387,22,29,0.759,14,24,38,25,8,6,18,24,-30.0
93,22024,1610612739,CLE,Cleveland Cavaliers,0022400067,2024-10-23,CLE @ TOR,W,243,136,51,87,0.586,14,30,0.467,20,26,0.769,8,28,36,29,10,9,12,22,30.0
94,22024,1610612741,CHI,Chicago Bulls,0022400069,2024-10-23,CHI @ NOP,L,242,111,42,86,0.488,10,34,0.294,17,25,0.68,9,38,47,26,4,2,21,16,-12.0
95,22024,1610612754,IND,Indiana Pacers,0022400063,2024-10-23,IND @ DET,W,241,115,42,83,0.506,9,31,0.29,22,25,0.88,7,32,39,32,10,8,15,23,6.0
96,22024,1610612748,MIA,Miami Heat,0022400065,2024-10-23,MIA vs. ORL,L,240,97,32,82,0.39,11,34,0.324,22,29,0.759,9,32,41,24,5,8,11,19,-19.0
97,22024,1610612757,POR,Portland Trail Blazers,0022400072,2024-10-23,POR vs. GSW,L,240,104,36,92,0.391,8,34,0.235,24,30,0.8,13,29,42,21,10,4,17,22,-36.0
98,22024,1610612737,ATL,Atlanta Hawks,0022400064,2024-10-23,ATL vs. BKN,W,241,120,39,80,0.488,9,28,0.321,33,46,0.717,12,33,45,25,12,9,16,20,4.0
99,22024,1610612751,BKN,Brooklyn Nets,0022400064,2024-10-23,BKN @ ATL,L,240,116,40,91,0.44,17,43,0.395,19,25,0.76,12,31,43,21,8,6,17,32,-4.0
100,22024,1610612745,HOU,Houston Rockets,0022400068,2024-10-23,HOU vs. CHA,L,239,105,38,103,0.369,13,43,0.302,16,20,0.8,16,27,43,19,8,4,8,18,-5.0
101,22024,1610612763,MEM,Memphis Grizzlies,0022400070,2024-10-23,MEM @ UTA,W,239,126,43,91,0.473,17,45,0.378,23,32,0.719,13,28,41,28,7,5,12,35,2.0
102,22024,1610612765,DET,Detroit Pistons,0022400063,2024-10-23,DET vs. IND,L,241,109,38,88,0.432,9,33,0.273,24,28,0.857,12,26,38,22,6,2,12,21,-6.0
103,22024,1610612749,MIL,Milwaukee Bucks,0022400066,2024-10-23,MIL @ PHI,W,239,124,43,80,0.538,16,37,0.432,22,31,0.71,8,38,46,27,4,9,14,23,15.0
104,22024,1610612750,MIN,Minnesota Timberwolves,0022400062,2024-10-22,MIN @ LAL,L,239,103,35,85,0.412,13,41,0.317,20,27,0.741,12,35,47,17,4,1,15,22,-7.0
105,22024,1610612747,LAL,Los Angeles Lakers,0022400062,2024-10-22,LAL vs. MIN,W,240,110,42,95,0.442,5,30,0.167,21,25,0.84,15,31,46,22,7,8,7,22,7.0
106,22024,1610612738,BOS,Boston Celtics,0022400061,2024-10-22,BOS vs. NYK,W,240,132,48,95,0.505,29,61,0.475,7,8,0.875,11,29,40,33,6,3,3,15,23.0
107,22024,1610612752,NYK,New York Knicks,0022400061,2024-10-22,NYK @ BOS,L,241,109,43,78,0.551,11,30,0.367,12,16,0.75,5,29,34,20,2,3,11,12,-23.0
108,12024,1610612753,ORL,Orlando Magic,0012400067,2024-10-18,ORL vs. PHI,W,240,114,42,86,0.488,12,37,0.324,18,22,0.818,8,35,43,32,12,10,16,23,15.0
109,12024,1610612764,WAS,Washington Wizards,0012400068,2024-10-18,WAS vs. NYK,W,240,118,46,88,0.523,15,38,0.395,11,16,0.688,4,32,36,32,7,2,16,26,1.0
110,12024,1610612747,LAL,Los Angeles Lakers,0012400074,2024-10-18,LAL @ GSW,L,240,74,28,82,0.341,7,29,0.241,11,15,0.733,15,26,41,15,9,2,25,19,-58.0
111,12024,1610612752,NYK,New York Knicks,0012400068,2024-10-18,NYK @ WAS,L,239,117,39,83,0.47,8,36,0.222,31,38,0.816,8,30,38,22,7,6,15,17,-1.0
112,12024,1610612757,POR,Portland Trail Blazers,0012400073,2024-10-18,POR vs. UTA,W,241,124,47,108,0.435,12,40,0.3,18,20,0.9,20,36,56,34,16,10,13,21,38.0
113,12024,1610612748,MIA,Miami Heat,0012400071,2024-10-18,MIA @ MEM,W,240,114,41,89,0.461,16,36,0.444,16,23,0.696,12,29,41,29,16,2,17,15,5.0
114,12024,1610612739,CLE,Cleveland Cavaliers,0012400070,2024-10-18,CLE @ CHI,L,264,137,46,106,0.434,17,53,0.321,28,37,0.757,11,40,51,33,9,5,15,18,-2.0
115,12024,1610612755,PHI,Philadelphia 76ers,0012400067,2024-10-18,PHI @ ORL,L,240,99,32,86,0.372,8,32,0.25,27,34,0.794,17,34,51,18,10,3,18,17,-15.0
116,12024,1610612761,TOR,Toronto Raptors,0012400069,2024-10-18,TOR @ BKN,W,240,116,44,90,0.489,11,36,0.306,17,25,0.68,7,38,45,34,9,7,18,26,4.0
117,12024,1610612741,CHI,Chicago Bulls,0012400070,2024-10-18,CHI vs. CLE,W,266,139,53,115,0.461,19,56,0.339,14,21,0.667,12,48,60,34,10,5,18,27,2.0
118,12024,1610612762,UTA,Utah Jazz,0012400073,2024-10-18,UTA @ POR,L,239,86,28,81,0.346,9,42,0.214,21,30,0.7,12,32,44,16,5,10,22,18,-38.0
119,12024,1610612763,MEM,Memphis Grizzlies,0012400071,2024-10-18,MEM vs. MIA,L,239,109,38,79,0.481,13,34,0.382,20,23,0.87,12,34,46,28,10,5,23,24,-5.0
120,12024,1610612751,BKN,Brooklyn Nets,0012400069,2024-10-18,BKN vs. TOR,L,239,112,38,91,0.418,13,42,0.31,23,27,0.852,5,34,39,30,13,5,15,28,-4.0
121,12024,1610612744,GSW,Golden State Warriors,0012400074,2024-10-18,GSW vs. LAL,W,242,132,51,89,0.573,13,36,0.361,17,20,0.85,6,30,36,38,13,9,13,14,58.0
122,12024,1610612743,DEN,Denver Nuggets,0012400072,2024-10-17,DEN @ MIN,W,241,132,40,73,0.548,15,26,0.577,37,49,0.755,6,37,43,31,8,7,19,28,6.0
123,12024,1610612754,IND,Indiana Pacers,0012400061,2024-10-17,IND vs. CHA,W,266,121,47,103,0.456,12,38,0.316,15,21,0.714,13,33,46,25,14,6,17,22,5.0
124,12024,1610612737,ATL,Atlanta Hawks,0012400064,2024-10-17,ATL @ OKC,L,239,99,39,101,0.386,16,54,0.296,5,5,1.0,17,34,51,25,9,5,17,22,-5.0
125,12024,1610612750,MIN,Minnesota Timberwolves,0012400072,2024-10-17,MIN vs. DEN,L,241,126,47,95,0.495,13,35,0.371,19,30,0.633,16,29,45,26,10,4,20,37,-6.0
126,12024,1610612766,CHA,Charlotte Hornets,0012400061,2024-10-17,CHA @ IND,L,266,116,42,89,0.472,17,42,0.405,15,23,0.652,11,41,52,28,11,8,32,30,-5.0
127,12024,1610612756,PHX,Phoenix Suns,0012400065,2024-10-17,PHX vs. LAL,L,263,122,47,100,0.47,12,36,0.333,16,21,0.762,9,43,52,33,7,9,15,24,-6.0
128,12024,1610612759,SAS,San Antonio Spurs,0012400063,2024-10-17,SAS @ HOU,L,240,107,41,95,0.432,9,34,0.265,16,21,0.762,13,25,38,32,7,2,12,22,-22.0
129,12024,1610612747,LAL,Los Angeles Lakers,0012400065,2024-10-17,LAL @ PHX,W,265,128,45,103,0.437,16,46,0.348,22,31,0.71,14,39,53,25,5,6,9,15,6.0
130,12024,1610612746,LAC,LA Clippers,0012400066,2024-10-17,LAC vs. SAC,W,240,113,40,74,0.541,11,30,0.367,22,31,0.71,6,37,43,20,13,3,19,26,22.0
131,12024,1610612749,MIL,Milwaukee Bucks,0012400062,2024-10-17,MIL @ DAL,L,240,84,35,94,0.372,11,35,0.314,3,5,0.6,7,30,37,28,8,4,12,20,-25.0
132,12024,1610612742,DAL,Dallas Mavericks,0012400062,2024-10-17,DAL vs. MIL,W,240,109,40,80,0.5,8,28,0.286,21,25,0.84,9,44,53,23,8,9,14,10,25.0
133,12024,1610612758,SAC,Sacramento Kings,0012400066,2024-10-17,SAC @ LAC,L,241,91,30,86,0.349,12,46,0.261,19,24,0.792,16,30,46,20,11,2,22,21,-22.0
134,12024,1610612760,OKC,Oklahoma City Thunder,0012400064,2024-10-17,OKC vs. ATL,W,239,104,36,82,0.439,14,37,0.378,18,25,0.72,9,41,50,27,12,8,16,12,5.0
135,12024,1610612745,HOU,Houston Rockets,0012400063,2024-10-17,HOU vs. SAS,W,240,129,48,92,0.522,15,43,0.349,18,27,0.667,16,39,55,25,6,7,17,21,22.0
136,12024,1610612748,MIA,Miami Heat,0012400025,2024-10-16,MIA vs. ATL,W,242,120,46,90,0.511,13,42,0.31,15,18,0.833,9,38,47,34,15,2,19,24,9.0
137,12024,1610612737,ATL,Atlanta Hawks,0012400025,2024-10-16,ATL @ MIA,L,239,111,37,87,0.425,17,45,0.378,20,26,0.769,9,29,38,28,11,2,22,21,-9.0
138,12024,1610612751,BKN,Brooklyn Nets,0012400058,2024-10-16,BKN @ PHI,L,241,95,33,84,0.393,15,46,0.326,14,21,0.667,13,30,43,23,4,4,20,22,-22.0
139,12024,1610612750,MIN,Minnesota Timberwolves,0012400059,2024-10-16,MIN @ CHI,L,240,123,45,103,0.437,17,52,0.327,16,17,0.941,13,40,53,31,7,2,14,18,-2.0
