player_name,fantasy_team,pro_team,position,injured,injury_status,is_free_agent
Ognjen Jaramaz,Free Agent,NYK,PG,False,[],True
Nathan Knight,Free Agent,BOS,C,False,[],True
Gian Clavell,Free Agent,DAL,SG,False,[],True
Mfiondu Kabengele,Free Agent,BOS,PF,False,[],True
Yannick Nzosa,Free Agent,WAS,C,False,[],True
Chinanu Onuaku,Free Agent,POR,PF,False,[],True
Tyrell Terry,Free Agent,MEM,PG,False,[],True
Bryce McGowens,Free Agent,POR,SG,False,ACTIVE,True
Alfonzo McKinnie,Free Agent,CHI,SF,False,[],True
Jonathon Simmons,Free Agent,WAS,SF,False,[],True
Kevin Pangos,Free Agent,CLE,PG,False,[],True
Damien Inglis,Free Agent,NYK,SF,False,[],True
Adreian Payne,Free Agent,ORL,PF,False,[],True
Darrun Hilliard,Free Agent,SAS,SF,False,[],True
Marcus Paige,Free Agent,CHA,PG,False,[],True
Briante Weber,Free Agent,MIA,PG,False,[],True
Yongxi Cui,Free Agent,BKN,SG,True,OUT,True
Khem Birch,Free Agent,SAS,C,False,[],True
Daniss Jenkins,Free Agent,DET,PG,False,ACTIVE,True
Marko Simonovic,Free Agent,CHI,C,False,[],True
Rashad Vaughn,Free Agent,DAL,SF,False,[],True
Donte Grantham,Free Agent,LAC,SF,False,[],True
Paul Watson,Free Agent,OKC,SG,False,[],True
Liam Robbins,Free Agent,MIL,C,False,ACTIVE,True
Antonius Cleveland,Free Agent,OKC,SG,False,[],True
Balsa Koprivica,Free Agent,DET,C,False,[],True
Trevon Bluiett,Free Agent,UTA,SG,False,[],True
Alex Ducas,Free Agent,OKC,SG,True,OUT,True
Chris Clemons,Free Agent,ATL,PG,False,[],True
Matt Costello,Free Agent,SAS,PF,False,[],True
Adam Mokoka,Free Agent,OKC,SG,False,[],True
Vince Shamar Hunter,Free Agent,MEM,PF,False,[],True
Alize Johnson,Free Agent,SAS,PF,False,[],True
Devontae Cacok,Free Agent,POR,C,False,[],True
Gary Clark,Free Agent,NOP,PF,False,[],True
Jared Harper,Free Agent,NOP,PG,False,[],True
PJ Hall,Free Agent,DEN,PF,False,ACTIVE,True
JaQuori McLaughlin,Free Agent,DAL,PG,False,[],True
Xavier Moon,Free Agent,FA,PG,False,ACTIVE,True
Xavier Munford,Free Agent,MIL,SG,False,[],True
Milton Doyle,Free Agent,CHI,SG,False,[],True
Malcolm Miller,Free Agent,TOR,SF,False,[],True
Marcus Thornton,Free Agent,CLE,SG,False,[],True
Brandon Sampson,Free Agent,CHI,SG,False,[],True
Axel Toupane,Free Agent,MIL,SG,False,[],True
Matt Mooney,Free Agent,NYK,SG,False,[],True
Devin Cannady,Free Agent,ORL,PG,False,[],True
Tim Quarterman,Free Agent,HOU,SG,False,[],True
Isaiah Livers,Free Agent,WAS,PF,False,[],True
Joel Ayayi,Free Agent,WAS,PG,False,[],True
CJ Elleby,Free Agent,MIN,SG,False,[],True
Louis King,Free Agent,PHL,PF,False,[],True
Chris Chiozza,Free Agent,BKN,PG,False,[],True
Jared Terrell,Free Agent,MIN,SG,False,[],True
Juwan Morgan,Free Agent,LAC,SF,False,[],True
Isaac Humphries,Free Agent,ORL,C,False,[],True
Keljin Blevins,Free Agent,POR,SF,False,[],True
Issuf Sanon,Free Agent,WAS,PG,False,[],True
Cameron McGriff,Free Agent,POR,SF,False,[],True
Elijah Hughes,Free Agent,POR,SG,False,[],True
Trey Alexander,Free Agent,DEN,SG,False,ACTIVE,True
Chris McCullough,Free Agent,DET,PF,False,[],True
Leandro Bolmaro,Free Agent,UTA,SG,False,[],True
Jazian Gortman,Free Agent,DAL,PG,False,ACTIVE,True
Jason Preston,Free Agent,UTA,PG,True,OUT,True
Jon Teske,Free Agent,MEM,C,False,[],True
Theo Maledon,Free Agent,PHO,PG,False,[],True
Mamadi Diakite,Free Agent,FA,PF,False,ACTIVE,True
Eugene Omoruyi,Free Agent,FA,SF,False,ACTIVE,True
A.J. Lawson,Free Agent,TOR,SG,False,ACTIVE,True
Aaron Craft,Free Agent,FA,SG,False,[],True
Jerome Robinson,Free Agent,FA,SG,False,ACTIVE,True
Nathan Mensah,Free Agent,FA,C,False,ACTIVE,True
Matt Thomas,Free Agent,CHI,SG,False,[],True
Scotty Hopson,Free Agent,OKC,SG,False,[],True
Cassius Stanley,Free Agent,DET,SG,False,[],True
Jared Rhoden,Free Agent,CHA,SG,True,OUT,True
J.P. Macura,Free Agent,CLE,SG,False,[],True
Eric Griffin,Free Agent,UTA,SF,False,[],True
Zach Norvell Jr.,Free Agent,CHI,SG,False,[],True
Jaime Echenique,Free Agent,WAS,C,False,[],True
Deonte Burton,Free Agent,SAC,SG,False,[],True
Eric Moreland,Free Agent,OKC,PF,False,[],True
Jalen Lecque,Free Agent,MIL,PG,False,[],True
Ty-Shon Alexander,Free Agent,PHO,SG,False,[],True
Khalifa Diop,Free Agent,CLE,C,False,[],True
Salah Mejri,Free Agent,DAL,C,False,[],True
Hassani Gravett,Free Agent,ORL,PG,False,[],True
Grant Jerrett,Free Agent,POR,PF,False,[],True
Duje Dukan,Free Agent,SAC,PF,False,[],True
Justin Robinson,Free Agent,DET,PG,False,[],True
Boo Buie,Free Agent,FA,PG,False,ACTIVE,True
Armoni Brooks,Free Agent,BKN,PG,False,[],True
Josh Hall,Free Agent,OKC,SF,False,[],True
Chris Silva,Free Agent,ATL,PF,False,[],True
Eric Mika,Free Agent,SAC,C,False,[],True
Dereon Seabron,Free Agent,FA,SG,False,ACTIVE,True
Matteo Spagnolo,Free Agent,MIN,PG,False,[],True
Amida Brimah,Free Agent,DEN,C,False,[],True
Ashton Hagans,Free Agent,FA,PG,False,ACTIVE,True
Branden Carlson,Free Agent,OKC,C,False,ACTIVE,True
DeJon Jarreau,Free Agent,FA,PG,False,ACTIVE,True
Keifer Sykes,Free Agent,IND,SG,False,[],True
Marcus Georges-Hunt,Free Agent,BOS,SG,False,[],True
Erik McCree,Free Agent,UTA,SF,False,[],True
Josh Huestis,Free Agent,SAS,SF,False,[],True
KJ McDaniels,Free Agent,OKC,SF,False,[],True
Jordan Loyd,Free Agent,TOR,PG,False,[],True
Nicolas Laprovittola,Free Agent,SAS,SG,False,[],True
Justin Jackson,Free Agent,ORL,SF,False,[],True
Archie Goodwin,Free Agent,POR,SG,False,[],True
Dakota Mathias,Free Agent,MEM,SG,False,[],True
Feron Hunt,Free Agent,NYK,PF,False,[],True
Cameron Reynolds,Free Agent,HOU,SG,False,[],True
Jarnell Stokes,Free Agent,MEM,PF,False,[],True
David Michineau,Free Agent,LAC,SG,False,[],True
Tyler Dorsey,Free Agent,DAL,SG,False,[],True
Donta Hall,Free Agent,ORL,PF,False,[],True
Devon Dotson,Free Agent,WAS,PG,False,[],True
Daniel Diez,Free Agent,POR,SG,False,[],True
Kelan Martin,Free Agent,NOP,SG,False,[],True
Tyler Cavanaugh,Free Agent,UTA,PF,False,[],True
Armel Traore,Free Agent,LAL,SF,False,ACTIVE,True
Isaiah Hicks,Free Agent,NYK,PF,False,[],True
Hugo Besson,Free Agent,IND,PG,False,[],True
Trevon Duval,Free Agent,HOU,PG,False,[],True
Chance Comanche,Free Agent,SAC,C,False,[],True
Dimitrios Agravanis,Free Agent,SAC,PF,False,[],True
Frank Jackson,Free Agent,UTA,PG,False,[],True
Ky Bowman,Free Agent,LAC,PG,False,[],True
Will Magnay,Free Agent,NOP,PF,False,[],True
Angel Delgado,Free Agent,LAC,C,False,[],True
Emanuel Terry,Free Agent,PHO,PF,False,[],True
Marques Bolden,Free Agent,FA,C,False,ACTIVE,True
Charles Cooke,Free Agent,MIA,SG,False,[],True
J.P. Tokoto,Free Agent,NYK,SG,False,[],True
Branden Dawson,Free Agent,ORL,SF,False,[],True
Nate Hinton,Free Agent,FA,SG,False,ACTIVE,True
Wayne Selden,Free Agent,CHI,SG,False,[],True
Jalen Harris,Free Agent,NYK,SG,False,[],True
Aaron Henry,Free Agent,PHL,SF,False,[],True
Trent Forrest,Free Agent,ATL,SG,False,ACTIVE,True
Rodney McGruder,Free Agent,GSW,SG,False,[],True
Malcolm Delaney,Free Agent,ATL,PG,False,[],True
Myke Henry,Free Agent,OKC,SF,False,[],True
Scottie Lewis,Free Agent,CHA,SG,False,[],True
AJ Hammons,Free Agent,MIA,C,False,[],True
Marko Guduric,Free Agent,MEM,SG,False,[],True
Cady Lalanne,Free Agent,SAS,C,False,[],True
Cole Swider,Free Agent,DET,PF,False,ACTIVE,True
KZ Okpala,Free Agent,SAC,SF,False,[],True
Nicolo Melli,Free Agent,DAL,PF,False,[],True
Olivier Hanlan,Free Agent,SAS,PG,False,[],True
Grant Riller,Free Agent,PHL,PG,False,[],True
Yante Maten,Free Agent,BOS,PF,False,[],True
Aaron Harrison,Free Agent,DAL,SG,False,[],True
Mitchell Creek,Free Agent,MIN,SF,False,[],True
Gabriel Deck,Free Agent,OKC,SF,False,[],True
Justinian Jessup,Free Agent,GSW,SG,False,[],True
Reggie Perry,Free Agent,POR,C,False,[],True
Ismael Kamagate,Free Agent,POR,C,False,[],True
Isaiah Todd,Free Agent,MEM,PF,False,[],True
Malcolm Cazalon,Free Agent,FA,SG,False,ACTIVE,True
Marcus Garrett,Free Agent,FA,SG,False,ACTIVE,True
Tahjere McCall,Free Agent,ATL,SG,False,[],True
Jordan Sibert,Free Agent,ATL,SG,False,[],True
J.J. O'Brien,Free Agent,MIL,SF,False,[],True
Langston Galloway,Free Agent,IND,SG,False,[],True
Trey McKinney-Jones,Free Agent,IND,SG,False,[],True
Isaia Cordinier,Free Agent,ATL,SG,False,[],True
Nate Darling,Free Agent,FA,SG,False,DAY_TO_DAY,True
JaKarr Sampson,Free Agent,IND,PF,False,[],True
Tyler Harvey,Free Agent,MEM,SG,False,[],True
Brodric Thomas,Free Agent,FA,SG,False,ACTIVE,True
Maurice Ndour,Free Agent,NYK,SF,False,[],True
Marcus Derrickson,Free Agent,ATL,SF,False,[],True
Marcus Eriksson,Free Agent,ATL,SG,False,[],True
Nicolas Brussino,Free Agent,ATL,SG,False,[],True
MJ Walker,Free Agent,PHO,SG,False,[],True
Arturas Gudaitis,Free Agent,CLE,C,False,[],True
Mychal Mulder,Free Agent,MEM,SG,False,[],True
Javin DeLaurier,Free Agent,MIL,C,False,[],True
Troy Caupain,Free Agent,POR,SG,False,[],True
Trevor Keels,Free Agent,MIN,SG,False,[],True
Mitch McGary,Free Agent,OKC,PF,False,[],True
Jesse Edwards,Free Agent,MIN,C,False,ACTIVE,True
Markus Howard,Free Agent,DEN,PG,False,[],True
Jarrell Brantley,Free Agent,UTA,PF,False,[],True
N'Faly Dante,Free Agent,HOU,C,False,ACTIVE,True
Sheldon Mac,Free Agent,CLE,SG,False,[],True
Malik Newman,Free Agent,CLE,SG,False,[],True
Keenan Evans,Free Agent,DET,SG,False,[],True
Justin Edwards,Free Agent,PHL,SF,False,ACTIVE,True
Gabriele Procida,Free Agent,DET,SG,False,[],True
Josh Magette,Free Agent,ORL,PG,False,[],True
Jaylen Morris,Free Agent,SAS,SG,False,[],True
Vernon Carey Jr.,Free Agent,WAS,C,False,[],True
Isaiah Briscoe,Free Agent,ORL,PG,False,[],True
Cody Demps,Free Agent,SAC,PG,False,[],True
Cameron Oliver,Free Agent,ATL,PF,False,[],True
Joffrey Lauvergne,Free Agent,SAS,C,False,[],True
Adam Flagler,Free Agent,OKC,SG,True,OUT,True
Sean McDermott,Free Agent,MEM,SG,False,[],True
Johnathan Motley,Free Agent,PHO,PF,False,[],True
Tyler Bey,Free Agent,HOU,PF,False,[],True
Reece Beekman,Free Agent,BKN,PG,False,ACTIVE,True
Rodney Purvis,Free Agent,MIA,SG,False,[],True
Ian Clark,Free Agent,NOP,SG,False,[],True
Keith Appling,Free Agent,ORL,PG,False,[],True
P.J. Hairston,Free Agent,HOU,SG,False,[],True
Luis Montero,Free Agent,DET,SG,False,[],True
Alondes Williams,Free Agent,DET,SG,False,ACTIVE,True
Karim Mane,Free Agent,ORL,SG,False,[],True
Dusty Hannahs,Free Agent,MEM,SG,False,[],True
Brian Bowen II,Free Agent,MIN,SG,False,[],True
Yves Pons,Free Agent,MEM,SG,False,[],True
Trentyn Flowers,Free Agent,LAC,SF,False,DAY_TO_DAY,True
Rawle Alkins,Free Agent,NOP,SG,False,[],True
Sean Kilpatrick,Free Agent,CHI,SG,False,[],True
Sergey Karasev,Free Agent,BKN,SG,False,[],True
Daryl Macon,Free Agent,MIA,SG,False,[],True
Spencer Jones,Free Agent,DEN,SF,False,ACTIVE,True
Jack McVeigh,Free Agent,HOU,PF,False,ACTIVE,True
RJ Nembhard Jr.,Free Agent,CLE,SG,False,[],True
David Jones Garcia,Free Agent,UTA,SF,False,ACTIVE,True
Jaylen Martin,Free Agent,BKN,SF,False,ACTIVE,True
Justin Minaya,Free Agent,POR,SF,False,ACTIVE,True
Riley Minix,Free Agent,SAS,SF,False,ACTIVE,True
Nate Williams,Free Agent,HOU,SG,False,ACTIVE,True
DJ Steward,Free Agent,FA,PG,False,ACTIVE,True
Isaiah Crawford,Free Agent,SAC,SF,False,ACTIVE,True
Taze Moore,Free Agent,POR,SG,False,ACTIVE,True
